GEOID,TotalCivilianEmployedPopulation,ManagementBusinessScienceAndArts ,Service,SalesAndOffice,Natural resourcesConstructionAndMaintenance,ProductionTransportationAndMaterialMoving
0500000US01015,47363,11191,9205,11279,5379,10309
0500000US01043,32689,9069,4611,7692,5431,5886
0500000US01049,29227,7667,4717,6918,3688,6237
0500000US01051,33862,11818,6726,8525,2050,4743
0500000US01055,38969,10666,8118,8267,4261,7657
0500000US01069,44762,14163,8593,11363,4488,6155
0500000US01073,282181,111343,49196,68684,20801,32157
0500000US01077,41039,11143,8960,10814,3561,6561
0500000US01081,62816,24796,9180,14628,5604,8608
0500000US01083,35335,10721,6249,8311,4522,5532
0500000US01089,160022,65272,24701,40560,11782,17707
0500000US01095,36232,10473,5586,6985,5250,7938
0500000US01097,169574,54893,29016,47953,17457,20255
0500000US01101,98500,35477,19567,25133,7347,10976
0500000US01103,55010,16417,8707,12840,6280,10766
0500000US01115,34075,9750,4141,9667,4820,5697
0500000US01117,99265,40522,14354,27478,8420,8491
0500000US01121,27865,7827,4661,6531,2431,6415
0500000US01125,82159,29858,16368,17666,8657,9610
0500000US01127,23325,5744,5079,5764,3687,3051
0500000US02020,149295,57870,25278,37799,13890,14458
0500000US02090,47135,14575,8447,12379,6572,5162
0500000US02170,37944,12635,5821,9244,6104,4140
0500000US04001,19975,5334,4596,5048,3095,1902
0500000US04003,44460,14216,10767,11912,3777,3788
0500000US04005,64200,17959,15402,17334,5965,7540
0500000US04013,1730915,617771,326645,474924,148455,163120
0500000US04015,69033,17625,17670,17493,6173,10072
0500000US04017,32108,8705,8419,7480,4363,3141
0500000US04019,406591,148606,87110,101197,35196,34482
0500000US04021,120439,35208,26966,31586,12400,14279
0500000US04025,79773,23816,19959,19877,9194,6927
0500000US04027,65587,16528,18460,14687,9716,6196
0500000US05007,101842,32774,14104,25985,10766,18213
0500000US05031,40918,15396,6639,8715,3633,6535
0500000US05045,55058,18752,9703,15332,5578,5693
0500000US05051,39856,9888,9814,10250,4751,5153
0500000US05069,29295,8513,7999,6470,2001,4312
0500000US05085,31379,9532,4908,9687,3168,4084
0500000US05119,181128,74906,29938,48424,9221,18639
0500000US05125,50874,17751,6334,14628,6722,5439
0500000US05131,54042,17486,8937,13577,5221,8821
0500000US05143,98809,35976,19241,21621,8457,13514
0500000US05145,32421,9940,3000,9228,5433,4820
0500000US06001,723858,319851,118551,165933,49234,70289
0500000US06007,84351,29180,19337,19856,8141,7837
0500000US06013,481728,208910,87231,111210,40536,33841
0500000US06017,77911,29287,16046,19376,6789,6413
0500000US06019,359891,99622,67509,81843,60244,50673
0500000US06023,56462,19709,10992,12748,8350,4663
0500000US06025,58975,15161,13728,13426,9410,7250
0500000US06029,316785,78806,62946,69827,63856,41350
0500000US06031,50655,13310,11986,9976,9722,5661
0500000US06033,25571,7690,6313,5157,3961,2450
0500000US06037,4420242,1557040,857213,1090013,351372,564604
0500000US06039,50991,10620,10022,11370,12133,6846
0500000US06041,122937,61333,21058,26182,7619,6745
0500000US06045,37708,11237,6497,12735,4722,2517
0500000US06047,93497,18383,20183,22208,17228,15495
0500000US06053,167050,46415,32718,35292,36701,15924
0500000US06055,64996,24012,14329,13499,6590,6566
0500000US06057,42256,17062,9613,9473,3450,2658
0500000US06059,1444449,567981,245986,389412,99346,141724
0500000US06061,154021,66257,26452,39314,10845,11153
0500000US06065,862951,256636,189236,214238,93949,108892
0500000US06067,606476,229179,118787,161657,45618,51235
0500000US06071,790016,227390,155514,200154,83187,123771
0500000US06073,1376701,550113,275001,329787,112492,109308
0500000US06075,450686,228173,83557,97276,17638,24042
0500000US06077,264310,74343,50809,62317,29174,47667
0500000US06079,118538,41486,27704,27652,12186,9510
0500000US06081,364747,161431,69251,82672,25395,25998
0500000US06083,199744,70734,44970,41356,27495,15189
0500000US06085,858963,418014,131189,178324,57383,74053
0500000US06087,128599,48423,26336,30022,15130,8688
0500000US06089,67586,21023,12402,19823,6969,7369
0500000US06095,181792,60976,36868,44833,18639,20476
0500000US06097,232144,86289,43245,59395,21009,22206
0500000US06099,199401,53049,34737,52504,26811,32300
0500000US06101,36137,9853,7537,9439,5589,3719
0500000US06107,167364,38417,30471,35918,36310,26248
0500000US06111,390271,141863,63752,102509,42147,40000
0500000US06113,88903,39406,16183,17985,7811,7518
0500000US06115,23558,6242,4587,6182,3638,2909
0500000US08001,210698,56863,39218,57148,26784,30685
0500000US08005,295550,119452,45644,79553,25421,25480
0500000US08013,158988,82781,24178,33909,8499,9621
0500000US08031,319442,139829,57400,71052,23058,28103
0500000US08035,154442,81998,18049,40516,5852,8027
0500000US08041,277275,113611,53244,65857,22014,22549
0500000US08059,280739,120219,40072,71946,25142,23360
0500000US08069,155732,68444,24658,36144,13582,12904
0500000US08077,68024,22733,11422,17022,9741,7106
0500000US08101,66376,20785,16179,16958,5361,7093
0500000US08123,118638,40947,17685,28300,16272,15434
0500000US09001,448190,193987,78727,110422,34715,30339
0500000US09003,430873,177271,77189,104825,25709,45879
0500000US09005,97079,41854,15631,20478,9500,9616
0500000US09007,86543,35618,12731,23703,6457,8034
0500000US09009,414335,161206,75180,99447,32642,45860
0500000US09011,129268,50084,28534,29383,9346,11921
0500000US09013,77907,33261,10298,18704,7305,8339
0500000US09015,58299,19979,11628,14020,4973,7699
0500000US10001,71360,23305,13165,16991,9750,8149
0500000US10003,261346,106725,42673,64822,20398,26728
0500000US10005,87659,27913,19713,18769,9477,11787
0500000US11001,310607,188812,46688,52138,10478,12491
0500000US12001,113211,51619,24166,25545,5825,6056
0500000US12005,76564,24655,17523,18195,8441,7750
0500000US12009,223677,77172,49482,57601,17977,21445
0500000US12011,847918,303074,169807,244530,66376,64131
0500000US12015,57185,18953,13384,16625,4417,3806
0500000US12017,41943,13346,10618,10891,3800,3288
0500000US12019,81954,29778,12932,23002,6695,9547
0500000US12021,135149,37488,32486,37377,18155,9643
0500000US12023,22982,6313,5913,6237,2834,1685
0500000US12031,395463,135613,76682,112005,29865,41298
0500000US12033,128723,41321,28864,34933,11108,12497
0500000US12035,N,N,N,N,N,N
0500000US12053,54854,15872,8734,17030,8367,4851
0500000US12055,29960,8489,7749,8345,3764,1613
0500000US12057,575039,200035,108341,168558,50956,47149
0500000US12061,51853,17331,12010,12714,5407,4391
0500000US12069,119110,34213,27936,35531,10220,11210
0500000US12071,240622,69798,58301,65399,28814,18310
0500000US12073,137195,60025,22400,36896,9891,7983
0500000US12081,128511,41981,27132,34819,11840,12739
0500000US12083,115012,29606,31085,29302,12654,12365
0500000US12085,59472,22054,11851,16346,5208,4013
0500000US12086,1134201,340517,247428,325457,102989,117810
0500000US12087,37118,10815,10441,8901,4053,2908
0500000US12089,29674,9338,5366,6360,3778,4832
0500000US12091,82196,30614,16412,20571,7208,7391
0500000US12095,560038,189870,130809,153521,38549,47289
0500000US12097,122750,27757,33253,34020,11889,15831
0500000US12099,570219,198842,130528,150897,47926,42026
0500000US12101,172803,57614,32813,50845,18850,12681
0500000US12103,401884,146791,76563,113709,28424,36397
0500000US12105,229560,66897,49742,58180,26719,28022
0500000US12107,22642,5032,4347,5099,3192,4972
0500000US12109,92709,37105,18580,24300,4960,7764
0500000US12111,106757,26851,26012,32010,11864,10020
0500000US12113,63907,20514,10075,19296,8260,5762
0500000US12115,150245,50403,37821,39713,12824,9484
0500000US12117,203575,85850,31408,58908,13366,14043
0500000US12119,N,N,N,N,N,N
0500000US12127,187986,58215,36273,56947,15371,21180
0500000US13013,N,N,N,N,N,N
0500000US13015,40769,11903,5218,10804,7425,5419
0500000US13021,60754,20309,10732,18314,5229,6170
0500000US13031,31622,10057,7737,5901,3105,4822
0500000US13045,45087,12740,7595,10081,6208,8463
0500000US13051,115904,38076,26274,27878,9471,14205
0500000US13057,107683,40548,15885,34158,9018,8074
0500000US13059,49215,20279,10327,10953,2836,4820
0500000US13063,109426,26515,24695,28638,9960,19618
0500000US13067,347854,151782,54236,89522,25482,26832
0500000US13073,60399,24751,8026,14218,7900,5504
0500000US13077,N,N,N,N,N,N
0500000US13089,324092,133034,54030,80232,19504,37292
0500000US13095,34360,9319,8283,8090,2168,6500
0500000US13097,59679,20543,6104,17615,5641,9776
0500000US13113,46777,20117,6120,12003,3632,4905
0500000US13115,37924,10560,8482,8152,3382,7348
0500000US13117,74299,32621,9410,20640,5099,6529
0500000US13121,447909,217525,70724,105215,22706,31739
0500000US13127,34866,9276,10542,8612,3362,3074
0500000US13135,380532,143560,58237,100789,40920,37026
0500000US13139,79012,23722,11809,18315,9388,15778
0500000US13151,91051,30996,12305,27519,9370,10861
0500000US13153,64187,24108,11968,12393,7502,8216
0500000US13179,N,N,N,N,N,N
0500000US13185,42684,12298,7945,13146,3303,5992
0500000US13215,73211,26061,15942,17335,4145,9728
0500000US13217,40445,12910,7255,9712,5353,5215
0500000US13223,N,N,N,N,N,N
0500000US13245,77473,23211,16529,20653,5703,11377
0500000US13247,37334,11089,6414,9525,3458,6848
0500000US13285,27492,6812,5608,6841,2124,6107
0500000US13295,28365,6908,4550,7416,2746,6745
0500000US13297,N,N,N,N,N,N
0500000US13313,44342,9212,8017,8267,3763,15083
0500000US15001,77284,22837,18843,19773,8452,7379
0500000US15003,441624,156133,95205,109758,41120,39408
0500000US15007,32398,9263,9755,8385,3126,1869
0500000US15009,78152,25529,21213,16469,8851,6090
0500000US16001,184335,76871,29973,49426,13119,14946
0500000US16005,37384,13500,6891,7602,4090,5301
0500000US16019,47835,18991,8053,12080,4398,4313
0500000US16027,72782,16911,14135,19366,9348,13022
0500000US16055,62750,20465,10098,17026,7569,7592
0500000US16083,32999,11457,5715,6967,4532,4328
0500000US17001,32898,7940,6869,9063,2584,6442
0500000US17019,94385,41287,18603,20754,5338,8403
0500000US17031,2376858,885750,441077,587188,152622,310221
0500000US17037,51475,14932,9667,14348,3835,8693
0500000US17043,470237,203161,58502,133352,25011,50211
0500000US17089,247595,80719,40579,65975,17342,42980
0500000US17091,47874,15828,7807,10334,4371,9534
0500000US17093,56286,25151,7516,12248,5300,6071
0500000US17097,329906,138547,49025,86284,22114,33936
0500000US17099,54017,13197,11361,14189,5668,9602
0500000US17111,149908,54134,21709,41239,11923,20903
0500000US17113,87100,35900,14707,22482,6152,7859
0500000US17115,48521,15860,7607,11350,5540,8164
0500000US17119,121028,39143,20614,31110,11407,18754
0500000US17143,83361,32532,16068,19092,5182,10487
0500000US17161,68307,21313,13715,15206,5852,12221
0500000US17163,119308,40902,22373,32367,9362,14304
0500000US17167,94398,39432,16408,24647,6050,7861
0500000US17179,64496,22100,10545,15845,5307,10699
0500000US17183,31848,7584,6394,7735,2336,7799
0500000US17197,318489,116459,47444,82979,27765,43842
0500000US17199,29373,9099,7161,6809,2535,3769
0500000US17201,129910,39025,23909,34107,8988,23881
0500000US18003,161978,57570,26422,38595,11338,28053
0500000US18005,36678,13284,6110,7370,3186,6728
0500000US18019,54096,15668,8400,15676,4767,9585
0500000US18035,47880,15758,10371,11402,3106,7243
0500000US18039,86551,20027,13859,19948,5625,27092
0500000US18043,36536,11387,5984,10673,3330,5162
0500000US18053,28006,10181,4878,7050,1427,4470
0500000US18057,144554,78079,18442,34461,5374,8198
0500000US18059,33753,12133,5174,9355,3036,4055
0500000US18063,69499,28258,8540,19394,4527,8780
0500000US18067,35349,9965,6571,8443,2887,7483
0500000US18081,68316,24663,9051,18848,6377,9377
0500000US18085,37568,10006,4832,7967,3310,11453
0500000US18089,209739,62999,41004,50089,20404,35243
0500000US18091,46419,12902,7336,11969,4590,9622
0500000US18095,51907,14584,10832,14131,4379,7981
0500000US18097,416899,132931,82285,108441,33413,59829
0500000US18105,66726,28805,11736,16256,3643,6286
0500000US18109,30478,10149,4941,6428,3485,5475
0500000US18127,77960,27525,12350,19649,6569,11867
0500000US18141,120561,42291,21172,30303,9586,17209
0500000US18157,83599,31529,15226,17787,6031,13026
0500000US18163,85290,24662,16025,22202,7703,14698
0500000US18167,48402,14788,9141,12751,3747,7975
0500000US18177,29153,8505,6066,6355,2274,5953
0500000US19013,66599,21031,13135,16052,5761,10620
0500000US19049,35984,17949,3927,10113,1845,2150
0500000US19061,50044,16609,9217,13709,4542,5967
0500000US19103,75518,31298,15560,16490,4054,8116
0500000US19113,112552,41104,17544,30201,8444,15259
0500000US19153,224187,91668,38288,60497,15174,18560
0500000US19155,45945,12616,8692,12926,5637,6074
0500000US19163,80052,28229,12855,19882,7212,11874
0500000US19169,47594,20242,7970,11300,3627,4455
0500000US19193,50003,14398,10032,13034,4160,8379
0500000US20015,30713,11469,5611,5622,3995,4016
0500000US20045,62866,27492,11954,12997,5111,5312
0500000US20091,297749,145561,35602,79121,17226,20239
0500000US20103,31790,12276,4582,8463,2751,3718
0500000US20161,32908,13330,6837,6767,3701,2273
0500000US20173,235808,80816,39750,59219,24718,31305
0500000US20177,84489,28423,18890,21542,7017,8617
0500000US20209,66729,15359,13930,17351,8542,11547
0500000US21015,58996,22795,10497,14872,3902,6930
0500000US21029,36857,8214,5739,10221,4188,8495
0500000US21037,45829,17852,6412,13106,4115,4344
0500000US21047,23636,7426,3794,5654,2762,4000
0500000US21059,43283,13231,7912,9800,4240,8100
0500000US21067,153049,66066,27793,37653,8511,13026
0500000US21093,43572,14491,8547,10298,3657,6579
0500000US21111,342750,125862,56248,82509,23964,54167
0500000US21117,75931,27328,12495,21813,4788,9507
0500000US21145,29730,9081,5222,8854,2865,3708
0500000US21151,36396,13219,8546,7988,3333,3310
0500000US21195,20881,6290,3889,4457,3851,2394
0500000US21227,57379,19177,10369,13958,3639,10236
0500000US22005,51845,16501,9080,14014,6272,5978
0500000US22015,54429,19729,10818,11987,7383,4512
0500000US22017,114880,35932,25414,28324,11779,13431
0500000US22019,82270,24024,18913,18055,10781,10497
0500000US22033,215969,80299,42151,55550,19590,18379
0500000US22045,31420,7587,6570,6906,5092,5265
0500000US22051,209129,61627,37331,57769,28662,23740
0500000US22055,110517,37279,22083,28081,10720,12354
0500000US22057,42220,12644,5988,11068,5754,6766
0500000US22063,60163,18717,9597,15483,9626,6740
0500000US22071,157140,62406,38369,32863,10621,12881
0500000US22073,66079,20192,12512,20428,7500,5447
0500000US22079,50207,13357,10483,13286,5824,7257
0500000US22097,31922,6910,6256,7740,6254,4762
0500000US22103,104615,37585,17020,29551,12202,8257
0500000US22105,52400,14181,9840,12900,7782,7697
0500000US22109,49432,11299,7372,13302,8057,9402
0500000US23001,50847,16225,8342,13696,5775,6809
0500000US23003,30148,8592,5809,8206,3726,3815
0500000US23005,148835,64129,24556,36707,11284,12159
0500000US23011,59406,20754,11124,14485,6964,6079
0500000US23019,71201,22434,15332,19568,6737,7130
0500000US23031,101125,36974,18120,24155,10222,11654
0500000US24001,30310,8937,8383,5813,2227,4950
0500000US24003,279548,127150,44362,67260,23587,17189
0500000US24005,399131,174467,60891,99026,29127,35620
0500000US24009,46062,18432,7559,11589,5451,3031
0500000US24013,86541,38512,13157,20225,8174,6473
0500000US24015,49980,16551,10149,10514,5682,7084
0500000US24017,73538,31883,11148,17640,7395,5472
0500000US24021,124169,58868,17739,28642,10671,8249
0500000US24025,121980,51804,16649,30533,11998,10996
0500000US24027,157085,93673,16338,31628,7503,7943
0500000US24031,523712,290266,83383,99023,31828,19212
0500000US24033,452847,159992,94457,116993,42730,38675
0500000US24037,51345,20473,9291,11747,5264,4570
0500000US24043,68306,20672,13081,17276,7396,9881
0500000US24045,43700,15180,8746,10378,4143,5253
0500000US24510,263598,100280,59596,61778,16755,25189
0500000US25001,102162,34890,19808,27335,13569,6560
0500000US25003,60805,20480,14684,14457,5428,5756
0500000US25005,266754,87157,49665,71421,24205,34306
0500000US25009,368231,154411,64834,87830,25841,35315
0500000US25011,37787,15273,7452,6993,3852,4217
0500000US25013,209855,67748,44377,55468,14807,27455
0500000US25015,82159,34514,13710,19690,5909,8336
0500000US25017,797247,414110,116485,166690,46817,53145
0500000US25021,345722,178908,44181,83062,19378,20193
0500000US25023,242498,90371,43517,63521,19216,25873
0500000US25025,367698,161988,80540,78895,17706,28569
0500000US25027,389542,157120,67431,90929,32658,41404
0500000US26005,49949,15021,7115,9635,6389,11789
0500000US26017,44857,14914,8793,11002,3632,6516
0500000US26021,65597,19631,13491,15841,5407,11227
0500000US26025,53144,15439,10352,13912,4050,9391
0500000US26037,35674,13483,7031,8594,2756,3810
0500000US26045,47333,16492,8119,12244,3376,7102
0500000US26049,157944,46597,31788,41711,12323,25525
0500000US26055,41875,15089,7528,10429,4577,4252
0500000US26065,129129,49601,24297,31950,7302,15979
0500000US26073,31825,9586,10627,7283,1836,2493
0500000US26075,63864,18116,12637,15105,6389,11617
0500000US26077,116582,43265,22908,27350,8220,14839
0500000US26081,291036,101487,44263,76015,19174,50097
0500000US26087,36870,12450,5583,7219,4144,7474
0500000US26091,43342,11187,9168,10741,4066,8180
0500000US26093,88776,34160,12402,21988,8257,11969
0500000US26099,376274,124587,68094,97904,27897,57792
0500000US26103,29424,9088,7503,6331,3820,2682
0500000US26111,36331,13439,6254,8447,3870,4321
0500000US26115,66758,20110,11420,14854,7159,13215
0500000US26121,65229,18755,13288,14341,4408,14437
0500000US26125,571776,271941,83102,140649,26685,49399
0500000US26139,125985,45529,17848,26978,10985,24645
0500000US26145,80414,24349,16926,20917,5711,12511
0500000US26147,67751,18557,12484,17338,7190,12182
0500000US26155,29148,8128,6139,7077,2509,5295
0500000US26159,32215,9751,6045,6966,3798,5655
0500000US26161,167922,80201,32915,35368,6682,12756
0500000US26163,666607,208954,141896,162728,45889,107140
0500000US27003,172727,62253,25615,45332,14069,25458
0500000US27019,49809,23170,6375,11846,3548,4870
0500000US27037,216515,89129,34362,57261,14288,21475
0500000US27053,616573,285942,99803,151348,24291,55189
0500000US27109,80181,37976,12187,16660,5015,8343
0500000US27123,255405,107448,43235,63741,14787,26194
0500000US27137,93289,29170,20685,22193,10435,10806
0500000US27139,71467,30490,10097,16400,5576,8904
0500000US27141,44609,14171,7912,9431,5181,7914
0500000US27145,79478,24700,15894,18540,8924,11420
0500000US27163,125081,54382,19064,31063,8106,12466
0500000US27171,63594,24139,8892,14414,6757,9392
0500000US28033,76775,26661,10690,19718,7989,11717
0500000US28035,34689,11399,6780,8799,2589,5122
0500000US28047,83694,24792,19110,18461,10880,10451
0500000US28049,105067,33340,24565,25085,8885,13192
0500000US28059,58737,18955,11759,13482,7547,6994
0500000US28067,27099,7982,3918,4495,4057,6647
0500000US28075,32408,10923,5348,8775,2981,4381
0500000US28081,37674,11513,5879,8197,4156,7929
0500000US28089,45176,22181,5977,11977,1878,3163
0500000US28121,68476,27204,8421,19159,7573,6119
0500000US29019,87811,38140,13777,23684,4313,7897
0500000US29021,42412,10107,9067,9106,4086,10046
0500000US29031,35923,10826,6144,10988,2931,5034
0500000US29037,46861,16937,6860,11826,5841,5397
0500000US29043,37295,12253,6960,9760,3077,5245
0500000US29047,115345,43791,19299,27638,9678,14939
0500000US29051,35671,15740,5737,8598,2504,3092
0500000US29071,47001,13240,7548,11760,5770,8683
0500000US29077,131807,45306,26864,34512,9474,15651
0500000US29095,313939,112397,63981,76806,25010,35745
0500000US29097,54156,16032,9200,14283,5844,8797
0500000US29099,104646,30329,17954,25940,14939,15484
0500000US29165,47537,21695,6741,10506,3444,5151
0500000US29183,189596,76829,29938,53342,13860,15627
0500000US29187,24364,6734,7255,5138,1232,4005
0500000US29189,480582,202716,81194,127417,27064,42191
0500000US29510,139972,51756,35410,30862,7630,14314
0500000US30013,36360,10828,8479,8809,4286,3958
0500000US30029,44191,14364,9708,11012,5460,3647
0500000US30031,49056,20777,7439,11231,4187,5422
0500000US30063,57177,19568,13144,13732,5623,5110
0500000US30111,76329,22024,15734,22672,6847,9052
0500000US31055,267190,99268,44116,72416,22183,29207
0500000US31109,155900,58525,25747,40764,13510,17354
0500000US31153,82408,31202,12754,21679,8931,7842
0500000US32003,869376,226892,269229,227678,71809,73768
0500000US32031,200977,64827,45142,52776,16468,21764
0500000US33005,38662,15933,5772,7514,3561,5882
0500000US33009,42487,18452,6992,8890,3782,4371
0500000US33011,210601,83702,30528,55013,16865,24493
0500000US33013,75885,32783,11005,17678,6680,7739
0500000US33015,163630,68301,22390,41286,15642,16011
0500000US33017,64013,22861,10187,17478,5674,7813
0500000US34001,124103,35311,39932,28229,10721,9910
0500000US34003,445855,203840,67132,113894,26948,34041
0500000US34005,220876,90236,34654,59310,15512,21164
0500000US34007,233700,89581,39564,63826,16821,23908
0500000US34009,43019,14651,10973,9805,4814,2776
0500000US34011,64122,17098,15667,14951,6443,9963
0500000US34013,342078,127898,69528,80930,22756,40966
0500000US34015,139207,58381,19360,35554,11619,14293
0500000US34017,322682,126199,58414,76674,21687,39708
0500000US34019,65753,32475,8324,16241,4077,4636
0500000US34021,175844,78325,30265,41544,10948,14762
0500000US34023,395279,168719,57265,98107,24085,47103
0500000US34025,301694,129891,46656,79957,22288,22902
0500000US34027,248217,122822,30567,63376,15243,16209
0500000US34029,234410,81541,42913,63884,25079,20993
0500000US34031,218572,66840,41747,56923,16206,36856
0500000US34033,28518,9850,5361,5396,3420,4491
0500000US34035,163504,82515,19371,38974,9923,12721
0500000US34037,74636,29042,12088,19541,8125,5840
0500000US34039,257648,90378,44705,68833,19600,34132
0500000US34041,52796,20453,8348,12931,6066,4998
0500000US35001,301787,124433,59822,72800,23189,21543
0500000US35005,27616,8220,6512,4639,4126,4119
0500000US35013,85352,26342,19803,21402,10365,7440
0500000US35025,27160,7467,3312,5043,6410,4928
0500000US35031,22242,5960,5675,4737,2205,3665
0500000US35035,22990,5752,5672,4510,4590,2466
0500000US35043,55643,21061,10341,13577,4927,5737
0500000US35045,52826,12640,11201,13627,9527,5831
0500000US35049,72772,31381,14637,17345,4905,4504
0500000US35061,27520,7172,6838,7416,3651,2443
0500000US36001,153163,67238,27315,40380,8796,9434
0500000US36005,534369,119262,184467,137011,39488,54141
0500000US36007,86610,33264,15758,19839,8875,8874
0500000US36009,34089,8824,7321,8701,3849,5394
0500000US36011,37239,11232,8794,7571,3644,5998
0500000US36013,58751,18994,11347,11700,6101,10609
0500000US36015,39417,13639,7815,8826,3126,6011
0500000US36019,36961,11540,9355,7382,3488,5196
0500000US36027,139573,55200,27183,31656,12958,12576
0500000US36029,426438,158624,78186,115292,26399,47937
0500000US36045,43018,13132,9022,11647,4387,4830
0500000US36047,1092754,392834,277811,248241,71973,101895
0500000US36051,30995,9385,6373,7643,3992,3602
0500000US36053,32115,12234,5184,6741,4142,3814
0500000US36055,349639,144886,64520,87285,18813,34135
0500000US36059,643726,277233,100754,176029,43469,46241
0500000US36061,844764,486519,118019,183901,17094,39231
0500000US36063,101075,31336,18810,28127,9079,13723
0500000US36065,104450,37140,23552,24447,8262,11049
0500000US36067,214985,90034,34972,54852,15342,19785
0500000US36069,52154,18970,9257,11840,5770,6317
0500000US36071,169154,61489,31184,42518,14541,19422
0500000US36075,51392,13771,10511,11399,7044,8667
0500000US36079,50801,21556,8920,11891,5420,3014
0500000US36081,1056776,323730,265222,271246,87850,108728
0500000US36083,79840,31113,13683,20967,6024,8053
0500000US36085,205619,75390,44298,50581,18631,16719
0500000US36087,142671,62976,23554,33713,12480,9948
0500000US36089,45746,15468,10905,9657,4396,5320
0500000US36091,111869,48251,17102,27446,9715,9355
0500000US36093,75145,26181,15893,19502,5150,8419
0500000US36101,42845,13951,8848,8467,5020,6559
0500000US36103,722042,270840,126449,188974,65936,69843
0500000US36105,32380,10443,7121,6402,4746,3668
0500000US36109,50985,25220,8740,9804,4206,3015
0500000US36111,84342,31212,16463,19826,8185,8656
0500000US36113,31141,11578,5820,7087,3004,3652
0500000US36117,44357,14777,7383,8948,4590,8659
0500000US36119,446547,199028,88010,99866,31590,28053
0500000US37001,70118,21140,11675,17646,6542,13115
0500000US37019,37121,10969,7787,9744,5421,3200
0500000US37021,113880,44739,20444,29089,7439,12169
0500000US37023,34852,8945,7585,7393,2947,7982
0500000US37025,78954,28926,12976,16915,8257,11880
0500000US37027,32934,9870,4337,8708,2688,7331
0500000US37031,28397,9960,4646,6173,3709,3909
0500000US37035,67975,20341,9653,16974,4567,16440
0500000US37045,40137,9770,8447,11177,3141,7602
0500000US37049,40285,13095,9278,7879,6212,3821
0500000US37051,117105,40119,23273,30330,10452,12931
0500000US37057,73196,20671,12827,16090,8056,15552
0500000US37063,134776,64716,23612,25239,11759,9450
0500000US37067,158454,60571,28543,35696,12662,20982
0500000US37071,91620,26118,16970,21982,9574,16976
0500000US37081,228348,84563,38977,61540,14555,28713
0500000US37085,46632,12890,9431,12526,4813,6972
0500000US37089,44244,14527,7473,12002,4744,5498
0500000US37097,69049,25200,9617,15255,6781,12196
0500000US37101,78205,23763,13772,19583,10543,10544
0500000US37109,36569,11762,4609,10433,2975,6790
0500000US37119,466896,193012,77069,118775,32134,45906
0500000US37125,34111,11122,7047,8852,3169,3921
0500000US37127,40190,11345,6699,10521,3666,7959
