GEOID,TotalCivilianEmployedPopulation,ManagementBusinessScienceAndArts ,Service,SalesAndOffice,Natural resourcesConstructionAndMaintenance,ProductionTransportationAndMaterialMoving
0500000US13297,35908,9024,7640,9174,4763,5307
0500000US13313,48211,9670,6287,11011,5136,16107
0500000US15001,83558,25954,20079,21117,9655,6753
0500000US15003,464504,167098,100245,118078,38863,40220
0500000US15007,34871,10034,9850,8021,3524,3442
0500000US15009,81212,23936,22462,18071,9792,6951
0500000US16001,206406,86553,34832,51983,14325,18713
0500000US16005,37054,12343,6374,9968,3519,4850
0500000US16019,46484,15398,9263,10469,4901,6453
0500000US16027,84194,23102,17305,17815,12205,13767
0500000US16055,65274,18993,12839,15643,8270,9529
0500000US16083,37615,10881,6651,9163,5462,5458
0500000US17001,32378,9966,5685,9576,2375,4776
0500000US17019,103971,45926,19452,23044,5933,9616
0500000US17031,2491079,956633,451098,602065,152790,328493
0500000US17037,53647,18089,11909,12435,5320,5894
0500000US17043,481165,216117,60782,125321,26556,52389
0500000US17089,261078,90627,44096,66343,16745,43267
0500000US17091,51591,15734,9318,12070,5009,9460
0500000US17093,62984,23489,9395,19810,4533,5757
0500000US17097,342902,146211,52956,88147,19362,36226
0500000US17099,47159,13361,8983,10654,4894,9267
0500000US17111,160788,59896,23705,41268,15946,19973
0500000US17113,90991,38941,16838,22221,5204,7787
0500000US17115,49285,16307,10355,11716,4372,6535
0500000US17119,126253,41631,20813,32629,9844,21336
0500000US17143,85404,33358,15163,20619,6534,9730
0500000US17161,67989,18849,13283,16912,6133,12812
0500000US17163,113211,40496,20724,27209,9736,15046
0500000US17167,97548,40119,18447,23510,5779,9693
0500000US17179,65686,24454,9795,16381,5113,9943
0500000US17183,32374,8963,6243,6783,3289,7096
0500000US17197,342888,124143,55553,81028,31825,50339
0500000US17199,29857,11026,6515,6900,2340,3076
0500000US17201,132755,41252,20623,33463,9351,28066
0500000US18003,174237,57671,30222,42769,11493,32082
0500000US18005,40270,14864,7088,6879,2645,8794
0500000US18019,56266,17221,9301,13731,4305,11708
0500000US18035,54162,17602,10661,13138,4436,8325
0500000US18039,94609,24759,14636,20191,6901,28122
0500000US18043,37920,13361,4956,10945,2257,6401
0500000US18053,29494,7958,6261,7582,1699,5994
0500000US18057,159857,88840,15783,39523,6889,8822
0500000US18059,36520,12948,6268,9563,3230,4511
0500000US18063,78832,31165,12056,19040,6425,10146
0500000US18067,35846,9470,6979,7228,2981,9188
0500000US18081,69849,26896,10598,16911,6893,8551
0500000US18085,37487,10760,4765,9511,2907,9544
0500000US18089,212997,65949,41674,51146,18561,35667
0500000US18091,46750,13121,8823,9432,5458,9916
0500000US18095,54586,16077,11417,12031,4583,10478
0500000US18097,442289,147356,80448,113077,32814,68594
0500000US18105,70644,33303,11807,14672,4298,6564
0500000US18109,32433,9822,4973,7712,5005,4921
0500000US18127,80654,27755,13903,17137,9469,12390
0500000US18141,128098,42247,24985,30572,9018,21276
0500000US18157,85423,33555,14110,18670,4628,14460
0500000US18163,86580,25893,15847,21358,7827,15655
0500000US18167,48123,15745,10458,10045,3132,8743
0500000US18177,29468,9320,5396,6539,2241,5972
0500000US19013,69881,24329,10927,16144,4845,13636
0500000US19049,43876,20430,5132,10751,3619,3944
0500000US19061,51855,16349,8076,13923,4560,8947
0500000US19103,76740,36238,13445,17214,3407,6436
0500000US19113,115393,44108,16887,29422,10586,14390
0500000US19153,246493,96995,39290,64882,18278,27048
0500000US19155,46139,13545,8780,12287,4695,6832
0500000US19163,86844,29146,16056,21317,7952,12373
0500000US19169,51244,24359,8085,9890,3972,4938
0500000US19193,51356,14843,10089,10350,6010,10064
0500000US20015,31410,11998,5403,6871,3422,3716
0500000US20045,60409,27510,9315,15343,2912,5329
0500000US20091,304331,145331,42611,77333,14737,24319
0500000US20103,33789,12604,5724,8375,3920,3166
0500000US20161,36617,15950,7688,6648,2282,4049
0500000US20173,238024,85909,40313,53847,24812,33143
0500000US20177,84461,31131,13881,20939,7587,10923
0500000US20209,68966,16868,15718,14639,8896,12845
0500000US21015,62867,24470,7970,17645,4288,8494
0500000US21029,36764,11704,4508,9135,3871,7546
0500000US21037,45751,17285,8049,12536,3012,4869
0500000US21047,22308,6814,4156,4226,1341,5771
0500000US21059,42981,13705,6823,10987,3609,7857
0500000US21067,158998,67331,29635,35171,11103,15758
0500000US21093,47602,16067,8124,12378,3267,7766
0500000US21111,370131,136425,62614,88782,23182,59128
0500000US21117,80682,28107,12217,21490,6040,12828
0500000US21145,28152,9112,5592,6100,2984,4364
0500000US21151,40799,14623,8366,9175,2515,6120
0500000US21195,20710,5283,3630,5869,2529,3399
0500000US21227,57002,18147,9458,13487,3764,12146
0500000US22005,57802,21936,8580,12539,7242,7505
0500000US22015,55150,20499,9938,12053,6474,6186
0500000US22017,105334,35662,23831,24990,8350,12501
0500000US22019,84329,24288,18274,19706,9685,12376
0500000US22033,217957,80039,44756,52208,18114,22840
0500000US22045,32348,7242,4681,9503,3816,7106
0500000US22051,209139,68642,42893,52697,24149,20758
0500000US22055,120470,40487,23181,29569,14158,13075
0500000US22057,42542,10012,6387,10836,6982,8325
0500000US12085,65632,25484,14638,15207,6512,3791
0500000US12086,1240549,390318,262218,342587,115608,129818
0500000US12087,39881,12373,10386,10096,3703,3323
0500000US12089,32835,10988,6784,7520,4366,3177
0500000US12091,85403,29295,19805,20735,8093,7475
0500000US12095,614454,220716,133416,164154,39242,56926
0500000US12097,132772,35215,31231,39660,14627,12039
0500000US12099,639398,224049,145725,163879,59258,46487
0500000US12101,190627,67312,37932,52256,16742,16385
0500000US12103,426517,159250,84108,115811,30529,36819
0500000US12105,251168,79164,50376,57445,29200,34983
0500000US12107,24094,4764,3672,7459,3943,4256
0500000US12109,99939,43915,15989,26183,5864,7988
0500000US12111,114343,33898,26251,32458,10790,10946
0500000US12113,67575,27195,10794,17545,6474,5567
0500000US12115,160759,53244,39428,41948,15475,10664
0500000US12117,214486,90681,38144,59390,12239,14032
0500000US12119,24289,6401,5708,7313,1822,3045
0500000US12127,207455,65004,44530,53341,25086,19494
0500000US13013,31073,8771,4193,9910,3964,4235
0500000US13015,48369,13607,7869,12636,5334,8923
0500000US13021,57873,21436,11084,16995,3713,4645
0500000US13031,31319,9002,7699,7427,3196,3995
0500000US13045,47979,13111,7586,10751,7210,9321
0500000US13047,32081,11171,4492,9058,2708,4652
0500000US13051,126075,44373,29155,26441,12366,13740
0500000US13057,113005,43856,16482,31147,10829,10691
0500000US13059,52431,22077,12173,10350,1932,5899
0500000US13063,117621,28379,25563,29425,10125,24129
0500000US13067,374537,164452,62698,89153,27889,30345
0500000US13073,60523,24668,9086,15391,4723,6655
0500000US13077,63625,23093,10583,14629,6904,8416
0500000US13089,356387,153669,59130,84974,20430,38184
0500000US13095,34178,9831,8397,8147,2261,5542
0500000US13097,61810,21035,7653,19696,5769,7657
0500000US13113,48479,18719,7461,13521,2733,6045
0500000US13115,40990,11492,9236,9151,3665,7446
0500000US13117,98706,49398,11131,24762,5840,7575
0500000US13121,481836,243780,69536,115733,17389,35398
0500000US13127,36951,12112,8040,9994,2861,3944
0500000US13135,426782,161386,63446,113438,48931,39581
0500000US13139,88311,24013,13263,21134,8913,20988
0500000US13151,92950,31038,15456,26766,8042,11648
0500000US13153,60749,19614,10653,16783,7893,5806
0500000US13179,23633,6799,5409,6542,1972,2911
0500000US13185,46889,14401,8716,13460,4853,5459
0500000US13215,86381,28583,18983,22392,6092,10331
0500000US13217,43258,13267,7791,10806,3911,7483
0500000US13223,72667,24689,8788,22260,8249,8681
0500000US13245,75003,22123,19001,19209,4958,9712
0500000US13247,36691,12364,6692,9487,2590,5558
0500000US01003,87303,29766,15195,24533,9203,8606
0500000US01015,48114,13912,7883,11704,5401,9214
0500000US01043,30722,8294,4664,7960,4281,5523
0500000US01049,27002,6123,4509,6023,3437,6910
0500000US01051,31607,10919,4467,9492,2727,4002
0500000US01055,43010,14265,8572,8573,3001,8599
0500000US01069,42390,12943,7306,11596,4526,6019
0500000US01073,293602,109052,50853,72743,22204,38750
0500000US01077,40229,13390,6237,11214,4543,4845
0500000US01081,68479,26717,10146,17356,4902,9358
0500000US01083,38103,14421,6575,6615,4185,6307
0500000US01089,166652,73712,26437,38254,11455,16794
0500000US01095,37971,10416,6751,8405,4957,7442
0500000US01097,171194,52893,28377,46386,16208,27330
0500000US01101,100116,36265,18969,24663,5717,14502
0500000US01103,52527,15154,8017,11925,6690,10741
0500000US01115,39873,10126,6915,11819,5141,5872
0500000US01117,101595,41949,16021,27410,7711,8504
0500000US01121,30716,8099,5169,7830,2813,6805
0500000US01125,88817,29890,16719,18422,8584,15202
0500000US01127,25947,6518,4867,5900,3459,5203
0500000US02020,153137,58873,29771,32504,16042,15947
0500000US02090,46305,17773,7616,10379,5986,4551
0500000US02170,41804,13662,6727,8570,8309,4536
0500000US04001,18435,5231,5726,3921,1753,1804
0500000US04003,43452,15758,11205,9656,4445,2388
0500000US04005,64328,22827,13868,16768,4221,6644
0500000US04013,1858087,684570,341236,495487,159944,176850
0500000US04015,66530,17731,16935,16520,7918,7426
0500000US04017,30709,8540,8487,7144,2772,3766
0500000US04019,430957,153557,96083,107727,36368,37222
0500000US04021,142635,39357,33007,34720,15377,20174
0500000US04025,78725,25286,17479,18401,9390,8169
0500000US04027,75232,17231,18459,17145,14283,8114
0500000US05007,111602,43364,15648,30129,9055,13406
0500000US05031,46211,14767,9526,10821,4325,6772
0500000US05045,57313,20270,9945,14088,7572,5438
0500000US05051,39405,11252,9647,9939,3490,5077
0500000US05069,27252,8557,5455,5926,2468,4846
0500000US05085,33107,11814,5695,7504,4263,3831
0500000US05119,181221,73730,31912,45492,12439,17648
0500000US05125,53000,16639,9932,15866,5269,5294
0500000US05131,56651,16468,9004,14721,5439,11019
0500000US05143,107637,37361,19327,24138,11914,14897
0500000US05145,32084,11914,5919,7127,2778,4346
0500000US06001,802511,377846,134152,165525,50015,74973
0500000US06007,91759,31297,22087,20589,8550,9236
0500000US06013,519771,223406,92014,123823,41007,39521
0500000US06017,79933,30446,15419,20263,7409,6396
0500000US06019,380001,106307,74340,86972,57265,55117
0500000US06023,58897,19777,15154,13459,5159,5348
0500000US06025,57497,14403,12677,15018,7960,7439
0500000US06029,328210,86671,59183,68879,67367,46110
0500000US06031,49372,10942,10252,11258,10450,6470
0500000US06033,21643,6340,5068,4773,3681,1781
0500000US06037,4744480,1705199,899715,1159852,366059,613655
0500000US06039,55983,12041,9276,14364,13044,7258
0500000US06041,134928,68920,19353,29817,9454,7384
0500000US06045,36835,12469,8571,7498,5103,3194
0500000US06047,101101,24583,18438,20397,20332,17351
0500000US06053,175290,48217,35115,36476,35014,20468
0500000US06055,69374,24330,14610,15417,7517,7500
0500000US06057,41924,17030,9749,9206,2980,2959
0500000US06059,1542361,624002,273926,389815,99388,155230
0500000US06061,167361,72299,29156,45024,12340,8542
0500000US06065,943253,266468,212774,234483,104669,124859
0500000US06067,646033,242741,124571,166573,51189,60959
0500000US06071,841608,246190,153242,212812,84769,144595
0500000US06073,1500994,625729,283459,346185,119432,126189
0500000US06075,493105,265311,88680,94445,16092,28577
0500000US06077,289829,80895,53093,69306,37068,49467
0500000US06079,123934,45123,26756,28294,12155,11606
0500000US06081,398725,185547,71203,86885,24773,30317
0500000US06083,205838,71499,48131,43605,26214,16389
0500000US06085,949957,481013,143252,183646,62026,80020
0500000US06087,132323,54575,23291,28669,15310,10478
0500000US06089,71645,23412,13378,20873,7556,6426
0500000US06095,192886,62872,38987,48393,19330,23304
0500000US37027,35309,8458,6665,8585,4933,6668
0500000US37031,30658,10606,6313,7496,3600,2643
0500000US37035,70509,19366,11643,17461,5586,16453
0500000US37037,29323,11029,4521,5156,4788,3829
0500000US37045,37959,10851,6834,8650,3650,7974
0500000US37049,40268,14986,7398,8842,5243,3799
0500000US37051,122099,40205,26489,29571,10013,15821
0500000US37057,71922,20209,12626,16385,7520,15182
0500000US37063,144582,72403,24005,27805,9083,11286
0500000US37067,163300,63137,30396,36970,11602,21195
0500000US37071,92097,28023,15843,21351,9269,17611
0500000US37081,238999,89446,41185,60827,14022,33519
0500000US37085,44596,14664,8533,10272,5609,5518
0500000US37089,48312,14369,8687,12382,5069,7805
0500000US37097,79454,26497,13207,19129,8067,12554
0500000US37101,80893,29826,10856,20848,10252,9111
0500000US37109,34535,8863,4121,9749,4353,7449
0500000US37119,522509,223747,84560,129235,32781,52186
0500000US37125,39246,14589,8485,7687,4304,4181
0500000US37127,40323,12913,6353,10477,3166,7414
0500000US37129,107106,41947,20318,27150,9659,8032
0500000US37133,63979,20256,13809,16713,6665,6536
0500000US37135,71661,37954,13270,12206,4877,3354
0500000US37147,80513,28840,17715,20243,4505,9210
0500000US37151,64005,16139,8850,15290,6796,16930
0500000US37155,45067,11592,8635,9870,5751,9219
0500000US37157,40106,9198,8565,9572,5518,7253
0500000US37159,58212,17749,9879,12722,7133,10729
0500000US37161,24202,6232,4285,5069,2346,6270
0500000US37171,30667,8197,4888,7086,4431,6065
0500000US37179,101235,39117,14580,27297,9125,11116
0500000US37183,524120,251129,77509,131216,27447,36819
0500000US37191,49740,13775,9884,9890,6968,9223
0500000US37193,27091,6655,4379,6603,3186,6268
0500000US37195,33864,9143,5690,8668,3753,6610
0500000US38015,49786,20415,7894,11464,5449,4564
0500000US38017,96048,37406,15823,21764,8660,12395
0500000US38035,37039,13256,8001,9173,3803,2806
0500000US38101,37852,12340,7669,7126,4859,5858
0500000US39003,46730,10638,9555,10900,4663,10974
0500000US39007,40956,11191,7767,7642,4359,9997
0500000US39013,29136,7444,6075,6649,4212,4756
0500000US39017,181927,69684,29263,44530,12083,26367
0500000US39023,60274,16758,11015,14366,5084,13051
0500000US39025,98602,33869,14545,27033,10137,13018
0500000US39029,46370,11370,8765,11159,3507,11569
0500000US39035,582906,232543,109244,138381,33568,69170
0500000US39041,97774,51576,10648,24988,5090,5472
0500000US39043,36311,10490,7499,8555,3352,6415
0500000US39045,70652,25344,12614,17696,5094,9904
0500000US39049,638469,270489,106465,156289,36254,68972
0500000US39055,46808,19155,6602,11645,5024,4382
0500000US39057,76702,32731,12992,17750,4689,8540
0500000US39061,389564,158161,70014,92863,23857,44669
0500000US39063,36802,11560,5780,7771,2286,9405
0500000US39081,26031,8120,4865,6664,2946,3436
0500000US39085,118498,42391,20605,27144,8270,20088
0500000US39089,84531,31539,14035,20943,6970,11044
0500000US39093,138877,45238,22614,34953,12016,24056
0500000US39095,199994,67682,39765,45835,12982,33730
0500000US39099,104895,32568,20265,26205,9676,16181
0500000US39101,25568,7575,4295,5250,1999,6449
0500000US39103,92090,35889,13518,24133,8148,10402
0500000US39109,50939,14143,7793,11610,4983,12410
0500000US39113,237173,84724,44455,58271,13348,36375
0500000US39119,35515,10483,5621,8897,3892,6622
0500000US39133,83102,28478,12846,20892,5146,15740
0500000US39139,49413,14323,7995,11859,3038,12198
0500000US39141,29251,9078,5326,7240,2309,5298
0500000US39145,28188,9561,5952,5931,2751,3993
0500000US39151,177090,57168,31485,44548,16122,27767
0500000US39153,264350,99478,45680,67946,17291,33955
0500000US39155,88464,24307,16425,20946,8054,18732
0500000US39157,44474,10248,8010,10445,4544,11227
0500000US39165,105405,48756,15720,21609,8073,11247
0500000US39169,53195,16928,7369,11385,5828,11685
0500000US39173,65792,23831,11120,15416,4879,10546
0500000US40017,65546,23537,9889,16876,6724,8520
0500000US40027,135705,52797,20005,36223,13754,12926
0500000US40031,47079,16404,8494,12098,3311,6772
0500000US40037,31481,9746,5828,5991,3797,6119
0500000US40101,27745,8001,5446,5996,3299,5003
0500000US40109,358929,133386,62771,87583,37877,37312
0500000US40119,35850,12297,7466,9516,3291,3280
0500000US40125,29446,9259,4996,7102,4045,4044
0500000US40131,43102,15917,6461,10424,4584,5716
0500000US40143,309735,115835,50168,79202,27322,37208
0500000US40145,35810,11922,4283,9351,4218,6036
0500000US41003,40265,19418,8499,6527,2564,3257
0500000US41005,191597,74498,29693,49442,14122,23842
0500000US41017,79420,28945,17302,16607,8096,8470
0500000US41019,38776,10048,7669,11328,3865,5866
0500000US41029,89016,28743,19850,20490,9708,10225
0500000US41033,29696,8935,6518,7201,1875,5167
0500000US41035,25324,7051,4909,6959,2216,4189
0500000US41039,163371,54679,34878,38897,15303,19614
0500000US41043,48173,13808,8873,11470,5564,8458
0500000US41047,138886,44398,27127,33247,16363,17751
0500000US41051,403159,177206,73422,84137,22611,45783
0500000US41053,32832,11566,5466,8470,3422,3908
0500000US41059,30768,9024,4758,6567,4419,6000
0500000US41067,279478,121754,47541,64017,20305,25861
0500000US41071,43680,12710,9798,9363,5531,6278
0500000US42001,49317,14828,9051,11152,5858,8428
0500000US42003,615719,270591,105396,149231,38650,51851
0500000US42005,30797,9407,5731,6638,3881,5140
0500000US42007,79863,26458,14239,22386,5600,11180
0500000US42011,198117,62122,33625,45251,18806,38313
0500000US42013,58115,17069,9939,15854,6043,9210
0500000US42017,327008,140364,45940,84389,24454,31861
0500000US42019,92497,35372,14463,22676,8313,11673
0500000US42021,58547,19606,12644,13235,5616,7446
0500000US42025,30176,8362,5220,6441,3360,6793
0500000US42027,74442,33889,13516,14786,5313,6938
0500000US42029,266680,128757,34953,62646,20314,20010
0500000US42033,33034,7989,7162,7513,3229,7141
0500000US42037,29381,8290,5192,7821,2115,5963
0500000US42039,38305,12095,6645,7709,3650,8206
0500000US42041,123924,46963,19949,31937,8541,16534
0500000US42043,132151,51967,22980,30427,8907,17870
0500000US42045,267524,109794,48741,67103,18304,23582
0500000US42049,127150,43752,27160,29448,9617,17173
0500000US42051,53502,14234,10190,12925,6674,9479
0500000US42055,70617,20864,12178,16448,7560,13567
0500000US42063,38629,10863,7200,8962,5945,5659
0500000US42069,93830,31449,15664,22970,7679,16068
0500000US42071,265900,87391,43591,59552,29737,45629
0500000US42073,40135,11667,7170,10596,3649,7053
0500000US42075,64072,18736,11071,16881,6942,10442
0500000US42077,172923,57657,27173,47006,13178,27909
0500000US42079,146443,47650,25846,37368,13115,22464
0500000US42081,53696,16444,10647,13785,4516,8304
0500000US42085,49742,15175,10671,11035,3971,8890
0500000US42089,73771,24957,16105,16307,5259,11143
0500000US42091,427978,208074,57459,98619,28716,35110
0500000US42095,147285,49699,28158,36570,12491,20367
0500000US42097,40269,11105,9408,7306,4434,8016
0500000US42101,652146,235122,156326,151042,40221,69435
0500000US42107,63127,17127,11574,14200,6561,13665
0500000US42111,33685,8606,6617,6867,4228,7367
0500000US42125,98960,37255,14900,23573,11287,11945
0500000US42129,175570,61455,29753,41029,17511,25822
0500000US42133,220362,73223,35732,51567,21596,38244
0500000US44003,85262,31412,15775,22115,6336,9624
0500000US44005,41697,17886,8225,9382,3266,2938
0500000US44007,301673,98923,64929,74830,22885,40106
0500000US44009,63636,28287,12855,12129,4711,5654
0500000US45003,73692,24471,12773,17689,7574,11185
0500000US45007,82397,24840,14648,20493,7910,14506
0500000US45013,71522,24368,16844,17698,7065,5547
0500000US45015,88759,29717,13969,22527,10449,12097
0500000US45019,190180,77510,36693,46136,13327,16514
0500000US45031,25075,6256,4188,6743,2401,5487
0500000US45035,70419,23819,14143,16821,7575,8061
0500000US45041,59818,20938,12376,15043,4025,7436
0500000US45045,228801,85913,37405,57753,15899,31831
0500000US45047,30085,9241,4578,5662,2684,7920
0500000US45051,133486,37981,33539,37370,14902,9694
0500000US45057,34507,9956,7105,8831,3832,4783
0500000US45059,27126,7158,5096,5317,3052,6503
0500000US45063,135431,49289,23555,33019,14107,15461
0500000US45073,29267,8999,5392,6094,1941,6841
0500000US45075,32574,8493,6379,7368,3104,7230
0500000US45077,50960,17078,8636,11362,4753,9131
0500000US45079,191089,73389,39076,49814,11135,17675
0500000US45083,130080,40430,19915,29103,12620,28012
0500000US45085,39278,10239,6567,10690,3272,8510
0500000US45091,115876,42228,18355,31105,10344,13844
0500000US46099,103223,36548,15452,28908,9567,12748
0500000US46103,55390,17783,10524,16006,5901,5176
0500000US47001,33112,12358,4690,8318,3324,4422
0500000US47009,55719,18678,10609,13061,5942,7429
0500000US47011,45155,12845,7675,10378,5298,8959
0500000US47037,352415,137460,62596,88380,24712,39267
0500000US47059,28532,7345,4204,6909,2101,7973
0500000US47065,165762,60223,28687,43786,11581,21485
0500000US47093,212728,83066,37209,55662,15519,21272
0500000US47113,43701,13238,9014,11352,2755,7342
0500000US47119,40175,11662,7289,11898,3731,5595
0500000US47125,74845,24060,15947,18513,6412,9913
0500000US47141,31070,9846,6459,7274,2536,4955
0500000US47147,31717,9924,4784,7622,4336,5051
0500000US47149,142873,50486,21392,34454,14546,21995
0500000US47155,42797,11357,10189,13145,2943,5163
0500000US47157,424742,145545,79922,103468,29168,66639
0500000US47163,66157,21581,11795,18543,5468,8770
0500000US47165,84783,26906,11505,25442,6580,14350
0500000US47179,56906,21808,10594,14763,3881,5860
0500000US47187,102305,54781,11205,26072,3670,6577
0500000US47189,62469,20052,9735,19010,6086,7586
0500000US48005,36270,9531,7831,7817,4746,6345
0500000US48021,32373,10349,5150,7410,5920,3544
0500000US48027,137545,43498,26945,37361,13150,16591
0500000US48029,851477,294582,167816,217183,84113,87783
0500000US48037,36605,10337,7077,9099,3557,6535
0500000US48039,157387,65096,22471,32462,15606,21752
0500000US48041,101650,38825,19696,22946,10265,9918
0500000US48061,150394,41144,40024,36752,16187,16287
0500000US48085,461773,244745,60933,108860,22753,24482
0500000US48091,55215,20904,8085,15551,4606,6069
0500000US48099,20952,7026,5096,5078,2487,1265
0500000US48113,1220882,404966,226357,292652,136083,160824
0500000US48121,402025,181117,56846,102965,26872,34225
0500000US48135,71779,18271,8996,17863,13864,12785
0500000US22063,60668,18366,9360,13676,10012,9254
0500000US22071,172540,73509,39856,33030,11124,15021
0500000US22073,65169,20455,12454,17072,6397,8791
0500000US22079,51008,15575,10127,12767,5426,7113
0500000US22097,26651,7004,5098,7850,3591,3108
0500000US22103,113418,44342,17905,30405,10943,9823
0500000US22105,52748,14751,9523,13453,6048,8973
0500000US22109,48153,12626,9143,9734,7822,8828
0500000US23001,53972,17430,10364,14193,3945,8040
0500000US23003,29052,9396,5376,6594,3816,3870
0500000US23005,157593,71036,25515,38868,9418,12756
0500000US23011,58660,19843,10890,15689,5616,6622
0500000US23019,71558,25846,15109,16372,7270,6961
0500000US23031,102866,35227,19032,25226,10782,12599
0500000US24001,29451,8838,6036,8501,2515,3561
0500000US24003,287690,130446,44094,69329,21951,21870
0500000US24005,414767,180380,72154,98072,28917,35244
0500000US24009,43936,17084,6942,10232,5438,4240
0500000US24013,89423,39058,14745,19414,10318,5888
0500000US24015,47139,16329,8104,9473,6326,6907
0500000US24017,76698,33481,11393,19401,6046,6377
0500000US24021,129367,59716,20642,27048,12181,9780
0500000US24025,128606,53313,20945,30357,11203,12788
0500000US24027,165890,98545,19679,31557,6518,9591
0500000US24031,543411,306273,86099,94188,32002,24849
0500000US24033,466470,177792,95400,103023,48843,41412
0500000US24037,53934,23119,7539,12019,6598,4659
0500000US24043,64502,20708,11048,15854,6931,9961
0500000US24045,49935,16646,9012,12666,5088,6523
0500000US24510,270867,114761,57001,58352,15801,24952
0500000US25001,104476,43268,21403,23199,10534,6072
0500000US25003,64714,23693,13850,15510,7072,4589
0500000US25005,277554,95326,56268,64022,25588,36350
0500000US25009,388687,159325,67862,91795,27606,42099
0500000US25011,37755,15808,7547,7034,3032,4334
0500000US25013,214846,77072,45809,50778,17085,24102
0500000US25015,83200,36081,15298,19499,6502,5820
0500000US25017,846594,456423,124434,160685,49437,55615
0500000US25021,365131,185986,53303,83310,20315,22217
0500000US25023,258445,99478,53523,59539,21710,24195
0500000US25025,400121,182337,85790,82524,20183,29287
0500000US25027,412663,169171,70769,96495,29157,47071
0500000US26005,53341,14414,8143,11029,6699,13056
0500000US26017,45622,13902,8879,11479,4011,7351
0500000US26021,70955,23436,13119,15123,7410,11867
0500000US26025,56162,15458,10863,12093,4788,12960
0500000US26037,35723,14756,5877,7866,2768,4456
0500000US26045,52282,17079,9333,13409,4554,7907
0500000US26049,159125,49028,29744,39631,13714,27008
0500000US26055,44793,15992,7922,12001,3173,5705
0500000US26065,136981,55911,25673,31583,6551,17263
0500000US26073,34642,10330,9625,7712,3008,3967
0500000US26075,66457,19139,13748,16204,5823,11543
0500000US26077,124964,45846,20825,31932,7134,19227
0500000US26081,311117,111821,53371,71116,20335,54474
0500000US26087,37435,9311,6269,8641,5934,7280
0500000US26091,44259,13211,9041,9950,3809,8248
0500000US26093,91930,35039,13852,23141,9474,10424
0500000US26099,408461,139247,73730,101173,28625,65686
0500000US26103,28357,8751,7473,6018,3333,2782
0500000US26111,38086,15219,6097,9079,3130,4561
0500000US26115,68791,20231,12469,13333,8304,14454
0500000US26121,68884,20406,12552,15702,5827,14397
0500000US26125,615955,301126,85352,140937,30065,58475
0500000US26139,142162,49633,22199,29552,11558,29220
0500000US26145,83287,27332,19464,19923,6277,10291
