GEOID,TotalCivilianEmployedPopulation,ManagementBusinessScienceAndArts ,Service,SalesAndOffice,Natural resourcesConstructionAndMaintenance,ProductionTransportationAndMaterialMoving
0500000US45013,75361,22617,19464,18458,8899,5923
0500000US45015,85266,28832,15490,20686,8583,11675
0500000US45019,185892,74325,39070,41538,13058,17901
0500000US45031,25511,7779,5522,5256,2146,4808
0500000US45035,67390,22684,12836,18332,5820,7718
0500000US45041,56529,19028,10470,14623,5225,7183
0500000US45045,219125,81010,38331,53955,14586,31243
0500000US45047,27346,7980,4226,7268,1595,6277
0500000US45051,129409,34808,38164,34556,11602,10279
0500000US45057,32456,9571,5758,8574,2662,5891
0500000US45059,27841,6461,5553,5883,3029,6915
0500000US45063,133078,46840,20499,36603,14083,15053
0500000US45073,30296,7966,6313,5934,3535,6548
0500000US45075,33804,9048,5141,9167,3455,6993
0500000US45077,51206,17790,11253,10244,3983,7936
0500000US45079,182091,72387,34826,48058,9239,17581
0500000US45083,128403,39072,21358,32688,9456,25829
0500000US45085,42756,13150,7251,9979,2959,9417
0500000US45091,112662,41498,17455,30587,9708,13414
0500000US46099,100124,33595,17378,28284,8162,12705
0500000US46103,53065,15590,10520,15260,7029,4666
0500000US47001,28439,8723,5801,7962,3092,2861
0500000US47009,54180,15856,9453,13442,6505,8924
0500000US47011,43660,12369,8334,12458,2875,7624
0500000US47037,342537,134475,56183,87217,25616,39046
0500000US47059,27484,8070,5720,5439,2560,5695
0500000US47065,162158,62818,25634,42182,10977,20547
0500000US47093,212832,84002,37601,55564,14056,21609
0500000US47113,43252,14184,8112,12294,2657,6005
0500000US47119,37887,12852,6302,9272,3774,5687
0500000US47125,72819,25587,12564,16610,6697,11361
0500000US47141,29514,9846,6835,6011,2633,4189
0500000US47147,31367,10005,4960,7205,4906,4291
0500000US47149,140126,47843,19720,38532,12005,22026
0500000US47155,43312,11936,9642,11947,4445,5342
0500000US47157,424141,151261,71158,110248,28206,63268
0500000US47163,66783,20083,11621,19091,6279,9709
0500000US47165,81968,27235,12927,20663,8668,12475
0500000US47179,61030,22829,9473,17122,4403,7203
0500000US47187,98072,52980,9775,26873,3876,4568
0500000US47189,59658,19713,11114,17828,4848,6155
0500000US48005,36796,8200,8707,9141,5350,5398
0500000US48021,31974,9671,6083,8552,4310,3358
0500000US48027,127225,38910,25899,33899,13689,14828
0500000US48029,829417,279251,165260,230710,77146,77050
0500000US48037,36601,10381,7859,8118,5030,5213
0500000US48039,156908,62678,21775,35138,17083,20234
0500000US48041,98058,37713,18914,23476,7979,9976
0500000US48061,142179,45222,32855,34937,13566,15599
0500000US48085,440487,222793,52398,116224,22118,26954
0500000US48091,55275,21867,9078,12951,6012,5367
0500000US48099,23691,6843,5827,5686,3112,2223
0500000US48113,1195172,398197,216972,293823,138200,147980
0500000US48121,383147,166544,56363,104634,23725,31881
0500000US48135,70962,15431,11466,18806,11760,13499
0500000US48139,73837,24295,10251,18782,7657,12852
0500000US48141,327300,98019,71871,82648,31374,43388
0500000US48157,317889,156623,38405,72460,20697,29704
0500000US48167,140504,57848,23679,32306,12258,14413
0500000US48181,52811,16298,10163,14876,5273,6201
0500000US48183,54871,14056,9792,14326,5979,10718
0500000US48187,66419,21945,10418,17450,7568,9038
0500000US48201,2081122,735476,358095,481735,241732,264084
0500000US48203,26961,5149,5042,6847,4029,5894
0500000US48209,87921,33706,16770,23650,8288,5507
0500000US48213,28124,7064,6654,6474,3723,4209
0500000US48215,297399,74571,71597,74615,41470,35146
0500000US48231,36548,9820,8077,7999,4109,6543
0500000US48245,101165,29612,19681,24613,12100,15159
0500000US48251,66138,21153,9358,15779,9482,10366
0500000US48257,51670,16028,8247,15216,5456,6723
0500000US48291,N,N,N,N,N,N
0500000US48303,138844,48607,27375,35198,15294,12370
0500000US48309,112305,36337,21917,29599,11108,13344
0500000US48329,77221,25223,10965,19151,14621,7261
0500000US48339,226137,79583,38797,58993,23177,25587
0500000US48347,26257,8959,4455,5674,4185,2984
0500000US48355,166132,43918,36895,43887,22182,19250
0500000US48361,36018,11804,4653,8648,4729,6184
0500000US48367,56350,20608,8242,14300,6393,6807
0500000US48375,54180,13513,14174,11191,5963,9339
0500000US48381,65136,22324,12219,17788,6021,6784
0500000US48397,41835,20113,6819,8597,3189,3117
0500000US48409,29522,6398,7760,6474,4853,4037
0500000US48423,97364,32159,15944,23716,11779,13766
0500000US48439,931729,336244,154979,232986,83554,123966
0500000US48441,62530,18962,13799,16876,7816,5077
0500000US48451,51422,16000,8678,12695,8277,5772
0500000US48453,605746,277040,103848,134044,50577,40237
0500000US48469,41661,11003,7624,10527,5462,7045
0500000US48471,N,N,N,N,N,N
0500000US48479,93877,21457,20760,28246,10878,12536
0500000US48485,56092,19819,11742,13183,4290,7058
0500000US48491,232060,104771,33892,55841,18883,18673
0500000US49005,54215,20784,7703,13053,3776,8899
0500000US49011,147898,57693,22015,42559,9906,15725
0500000US49035,533166,205234,76727,144595,44319,62291
0500000US49049,234843,93047,37472,63600,18283,22441
0500000US49053,58552,18516,12831,15908,5841,5456
0500000US49057,108765,37266,16542,25017,11792,18148
0500000US50007,87990,40578,15340,18842,5176,8054
0500000US51003,47627,26990,6185,8899,3034,2519
0500000US51013,139177,94245,16913,20183,4031,3805
0500000US51015,34440,11447,7153,7262,2619,5959
0500000US51019,33360,10356,5300,8102,4117,5485
0500000US51041,165953,67378,24609,45740,12856,15370
0500000US01003,85191,27542,14946,21826,10254,10623
0500000US01015,43982,11122,10008,9686,5088,8078
0500000US01043,32358,10901,5500,6830,3462,5665
0500000US01049,28088,6823,3657,5654,3914,8040
0500000US01051,31975,9613,4860,8971,3783,4748
0500000US01055,39960,12140,6798,8503,4178,8341
0500000US01069,44263,12470,8452,12174,5078,6089
0500000US01073,293883,114759,49093,75256,20298,34477
0500000US01077,40856,12563,8181,8699,5222,6191
0500000US01081,69899,29552,10947,15330,4600,9470
0500000US01083,38865,13368,3970,9941,5813,5773
0500000US01089,164082,75792,23617,35775,10964,17934
0500000US01095,38530,11042,4875,8111,6085,8417
0500000US01097,168057,53310,31520,44659,16384,22184
0500000US01101,99500,35868,18414,25640,5859,13719
0500000US01103,49938,14108,8554,11593,4669,11014
0500000US01115,37548,12330,6758,8109,4780,5571
0500000US01117,99036,44064,15173,26965,5972,6862
0500000US01121,30908,7993,5987,7922,2929,6077
0500000US01125,87856,32083,14871,17783,7850,15269
0500000US01127,23035,6073,4149,5848,3141,3824
0500000US02020,153271,59701,23541,42366,12802,14861
0500000US02090,46321,18150,7452,10613,6326,3780
0500000US02170,40572,13448,7115,8911,7769,3329
0500000US04001,N,N,N,N,N,N
0500000US04003,44066,15417,9303,10999,4680,3667
0500000US04005,64735,23913,14716,13357,6336,6413
0500000US04013,1790416,658102,338552,481592,150102,162068
0500000US04015,66666,16771,17116,18850,7667,6262
0500000US04017,32938,10086,7283,6990,4353,4226
0500000US04019,421925,149403,93618,104130,39867,34907
0500000US04021,137762,41354,28674,35388,16475,15871
0500000US04025,84363,25087,20755,20451,10882,7188
0500000US04027,72884,18111,16056,16960,10991,10766
0500000US05007,109636,38287,15557,28328,8222,19242
0500000US05031,44648,15863,7390,10151,3920,7324
0500000US05045,58480,20522,10302,14841,6447,6368
0500000US05051,37860,13941,7669,7368,5311,3571
0500000US05069,28647,6840,5646,6464,2212,7485
0500000US05085,32684,10466,4971,7467,3249,6531
0500000US05119,179894,69935,33061,46236,15016,15646
0500000US05125,54544,17403,9870,15776,5039,6456
0500000US05131,52689,16641,9194,12707,4507,9640
0500000US05143,102055,37180,16791,24278,8255,15551
0500000US05145,32308,9588,6394,7040,4389,4897
0500000US06001,766651,352633,120798,169209,53422,70589
0500000US06007,91352,30972,22378,21201,8029,8772
0500000US06013,510386,211109,98316,119763,42589,38609
0500000US06017,75746,30979,14441,19318,7079,3929
0500000US06019,371604,105612,69628,88535,55304,52525
0500000US06023,56650,18514,12231,13341,6355,6209
0500000US06025,59931,13183,13823,15040,8107,9778
0500000US06029,323328,80087,61803,67633,70628,43177
0500000US06031,52551,13935,9588,10214,11296,7518
0500000US06033,20892,4689,5462,6046,3056,1639
0500000US06037,4614694,1619228,890997,1151671,364141,588657
0500000US06039,51909,12863,7930,10753,14107,6256
0500000US06041,127491,67711,16942,29258,6820,6760
0500000US06045,35757,10995,6977,9078,5190,3517
0500000US06047,90765,20391,15828,20957,16765,16824
0500000US06053,172574,50087,35127,35709,32626,19025
0500000US06055,69758,23722,15455,16199,7006,7376
0500000US06057,39234,15980,7547,8804,3808,3095
0500000US06059,1509266,602025,270536,382188,104584,149933
0500000US06061,166031,67288,28641,44832,12683,12587
0500000US06065,918967,270496,200746,223331,104488,119906
0500000US06067,618670,230845,120042,159575,53464,54744
0500000US06071,824290,238299,154403,216529,82252,132807
0500000US06073,1431442,571431,282584,343931,109356,124140
0500000US06075,479337,252762,78018,100872,19520,28165
0500000US06077,277997,73786,55603,65164,38071,45373
0500000US06079,128815,47457,25699,30903,12970,11786
0500000US06081,388287,175393,72307,89372,22649,28566
0500000US06083,206144,71094,43870,44663,31417,15100
0500000US06085,910145,458051,137956,176660,65336,72142
0500000US06087,129221,50507,24898,28120,13895,11801
0500000US06089,66686,19852,14814,18392,7516,6112
0500000US06095,183698,62126,35883,44851,17853,22985
0500000US06097,238568,86798,48152,55628,23968,24022
0500000US06099,210456,54876,39421,52566,29962,33631
0500000US06101,37336,10513,8185,8830,5283,4525
0500000US06107,165958,40499,30405,33830,36678,24546
0500000US06111,403569,149250,71472,96008,48240,38599
0500000US06113,90791,37749,15785,19008,10096,8153
0500000US06115,24027,8208,5506,5077,2448,2788
0500000US08001,228137,68643,44986,53413,31231,29864
0500000US08005,306762,120828,55192,79665,23497,27580
0500000US08013,167744,88407,27030,31916,7238,13153
0500000US08031,347626,153413,62133,79551,24843,27686
0500000US08035,152875,82858,16676,40562,5420,7359
0500000US08041,288159,118226,53389,67651,25201,23692
0500000US08059,289383,124099,43334,73833,22796,25321
0500000US08069,163279,67347,30735,38378,12494,14325
0500000US08077,67000,22261,12347,17861,7496,7035
0500000US08101,63453,18040,14307,15699,5883,9524
0500000US08123,126735,42308,23131,29699,14229,17368
0500000US09001,463442,195997,85986,111197,34938,35324
0500000US09003,434665,179285,75179,106689,28119,45393
0500000US09005,99698,37712,21193,20572,8946,11275
0500000US09007,84489,38415,14403,19955,5892,5824
0500000US09009,415518,161151,78094,103229,29582,43462
0500000US09011,136491,53250,31973,27361,10578,13329
0500000US09013,79927,32904,13346,18681,7854,7142
0500000US09015,56911,17270,11895,12875,6683,8188
0500000US10001,76286,24641,13854,18636,7697,11458
0500000US10003,268294,116605,50364,63622,15954,21749
0500000US10005,85667,24709,19120,21196,9693,10949
0500000US11001,333111,205674,51533,56549,8761,10594
0500000US12001,114725,51201,21912,28504,6605,6503
0500000US12005,77773,24182,19610,18060,7529,8392
0500000US12009,227309,80993,43194,59616,21302,22204
0500000US12011,872375,306108,177327,249425,67890,71625
0500000US12015,53051,14979,12885,14964,6460,3763
0500000US12017,43395,10424,12105,11383,4702,4781
0500000US12019,88686,26608,18784,24273,10367,8654
0500000US12021,138998,41630,36401,35178,15649,10140
0500000US12023,26902,8284,6816,5611,3521,2670
0500000US12031,405956,147151,74951,112005,29235,42614
0500000US12033,127772,40166,25984,38908,9849,12865
0500000US12035,35370,10547,6861,13308,2501,2153
0500000US12053,58881,16628,12113,17310,6293,6537
0500000US12055,30036,8562,6067,7909,5546,1952
0500000US12057,605786,230250,106807,164151,55184,49394
0500000US12061,54927,16168,13154,15585,5322,4698
0500000US12069,121106,36346,26565,33189,11876,13130
0500000US12071,263579,80435,56026,77474,28708,20936
0500000US12073,139614,61508,26414,36657,7855,7180
0500000US12081,137285,42600,29526,37050,14220,13889
0500000US12083,116277,32657,23242,37156,14483,8739
0500000US12085,60518,22011,12083,15467,6053,4904
0500000US12086,1190891,370506,249534,341591,104151,125109
0500000US12087,34703,11958,7504,8550,3920,2771
0500000US12089,32942,10269,5334,8490,4460,4389
0500000US12091,82621,24805,19826,22352,8848,6790
0500000US12095,600669,208416,131601,163555,44376,52721
0500000US12097,127620,30005,32142,37872,11810,15791
0500000US12099,619346,210695,139440,166056,59692,43463
0500000US12101,189682,70508,36334,53666,14801,14373
0500000US12103,423157,155709,80996,118014,34960,33478
0500000US12105,246894,69241,55585,64281,25118,32669
0500000US12107,24295,4996,5947,6138,4627,2587
0500000US12109,91623,43931,14852,21360,4303,7177
0500000US12111,112375,32215,26848,31330,12716,9266
0500000US12113,64485,23943,9831,16921,7972,5818
0500000US12115,148405,46733,35576,42309,13099,10688
0500000US12117,211377,89030,31911,62404,13169,14863
0500000US12119,20719,6940,3878,6448,1932,1521
0500000US12127,197360,57112,41904,54953,21939,21452
0500000US13013,31967,8390,4985,9160,3903,5529
0500000US13015,43977,14240,10466,7585,4116,7570
0500000US13021,56706,18530,11897,15506,5119,5654
0500000US13031,29803,9706,6974,6591,2174,4358
0500000US13045,45653,11773,7143,9462,7011,10264
0500000US13047,30342,10572,4502,7948,3158,4162
0500000US13051,122116,43618,21810,28271,11621,16796
0500000US13057,103938,38009,15054,30815,11113,8947
0500000US13059,55459,20991,12900,11406,3186,6976
0500000US13063,111869,26042,25080,27995,11040,21712
0500000US13067,365602,162945,53941,89800,26342,32574
0500000US13073,59194,25520,11211,13299,4133,5031
0500000US13077,61677,20676,11206,14769,6155,8871
0500000US13089,343776,141443,62970,84100,19111,36152
0500000US13095,33081,9977,7467,7982,2292,5363
0500000US13097,63538,20572,11082,18010,4795,9079
0500000US13113,48703,22764,7478,9084,3412,5965
0500000US13115,38546,9723,7800,8437,5504,7082
0500000US13117,92106,46046,10765,22978,5977,6340
0500000US13121,465447,225118,71992,118999,19252,30086
0500000US13127,34610,11593,10146,6115,2489,4267
0500000US13135,410358,147320,70945,113161,37752,41180
0500000US13139,86179,23319,13796,21146,9311,18607
0500000US13151,95310,31635,15211,24820,7405,16239
0500000US13153,60335,21185,11105,13026,7623,7396
0500000US13179,22712,6707,5340,4733,2181,3751
0500000US13185,46357,12020,12002,13649,3933,4753
0500000US13215,73918,23409,16259,20900,4655,8695
0500000US13217,45031,14524,7313,10950,4312,7932
0500000US13223,68718,25111,11571,18239,6466,7331
0500000US13245,73581,23017,17298,17070,7252,8944
0500000US13247,36169,11722,7252,8534,4130,4531
0500000US13285,29893,9156,4869,6606,2554,6708
0500000US13295,27986,7956,3529,5785,3851,6865
0500000US13297,38131,9639,6059,11010,4529,6894
0500000US13313,45472,9602,7928,10599,3532,13811
0500000US15001,82308,27467,19579,21660,7858,5744
0500000US15003,444852,161149,92335,111631,39385,40352
0500000US15007,33376,9611,9882,7859,3950,2074
0500000US15009,82975,22101,22434,20267,8807,9366
0500000US16001,200072,85287,33761,51522,13063,16439
0500000US16005,37925,12747,6970,10547,3004,4657
0500000US16019,45463,14400,7113,12606,5223,6121
0500000US16027,81646,21052,13547,20851,11349,14847
0500000US16055,62483,18385,11202,19383,7557,5956
0500000US16083,37053,9626,6122,9844,5138,6323
0500000US17001,31242,9672,5733,7238,3045,5554
0500000US17019,100940,44156,20204,21879,5327,9374
0500000US17031,2460949,931740,450655,601647,145084,331823
0500000US17037,53116,18172,10431,12920,4491,7102
0500000US17043,480913,216732,63059,126091,24720,50311
0500000US17089,254579,82687,44108,67051,18545,42188
0500000US17091,49917,14730,9739,11546,5398,8504
0500000US17093,57933,21922,9133,14148,3833,8897
0500000US17097,338813,144199,51225,84239,19293,39857
0500000US17099,49526,14499,8940,12035,5428,8624
0500000US17111,160074,55634,23666,46821,13061,20892
0500000US17113,92562,40727,14961,22177,6270,8427
0500000US17115,49327,14695,9708,12356,3747,8821
0500000US17119,124519,42944,21298,31975,12285,16017
0500000US17143,86641,34480,16240,20767,6109,9045
0500000US17161,70045,19710,14456,16093,6021,13765
0500000US17163,115457,38276,23877,31049,8967,13288
0500000US17167,95957,37388,18284,24996,7244,8045
0500000US17179,62682,20942,11409,16261,4784,9286
0500000US17183,33313,8674,7390,6828,2915,7506
0500000US17197,326976,119332,51700,85156,28175,42613
0500000US17199,28899,8818,6356,7568,3052,3105
0500000US17201,131892,40782,23030,31330,9547,27203
0500000US18003,169089,55807,26342,43305,13963,29672
0500000US18005,37170,15689,4178,7665,1837,7801
0500000US18019,52538,15907,9448,14605,3078,9500
0500000US18035,53328,15989,12324,14234,3759,7022
0500000US18039,92067,20938,13781,21007,5564,30777
0500000US18043,36336,13491,6074,8972,2350,5449
0500000US18053,29834,7509,6634,7270,3278,5143
0500000US18057,152887,77887,16823,37895,9210,11072
0500000US18059,34092,13126,4669,8140,3814,4343
0500000US18063,75664,27518,10287,21470,4980,11409
0500000US18067,37109,10346,8376,7994,2629,7764
0500000US18081,71237,23599,11207,18543,6904,10984
0500000US18085,36901,9417,4930,6872,3605,12077
0500000US18089,215897,62957,43457,50152,22088,37243
0500000US18091,47527,12986,9303,10953,3995,10290
0500000US18095,53759,15667,11207,14080,4079,8726
0500000US18097,435562,150761,81779,103748,35344,63930
0500000US18105,71013,28432,14253,15965,3842,8521
0500000US18109,35877,8941,5455,8824,4975,7682
0500000US18127,78649,27203,12739,17536,8962,12209
0500000US18141,122060,39429,22944,30403,8057,21227
0500000US18157,85916,33320,16284,18669,5466,12177
0500000US18163,82008,26811,16191,20434,5718,12854
0500000US18167,45018,13463,8823,11262,3276,8194
0500000US18177,26240,7794,5371,5519,2521,5035
0500000US19013,66338,19612,12542,17386,4621,12177
0500000US19049,40553,19257,4574,10362,2142,4218
0500000US19061,50300,16688,9560,11475,2876,9701
0500000US19103,79381,39411,13108,16834,3114,6914
0500000US19113,113978,42908,16939,29872,9927,14332
0500000US19153,242013,93414,40380,64960,17548,25711
0500000US19155,45106,13328,7916,11803,4279,7780
0500000US19163,82600,30283,13797,20336,5625,12559
0500000US19169,50725,22359,9676,9919,3435,5336
0500000US19193,52346,14599,9931,12740,5082,9994
0500000US20015,31158,11650,5471,6536,3660,3841
0500000US20045,61654,29719,10492,14032,3341,4070
0500000US20091,304638,154735,37539,76262,15318,20784
0500000US20103,33962,12321,6673,7981,2609,4378
0500000US20161,32808,12943,7427,7453,2225,2760
0500000US20173,236293,84838,36811,57609,23699,33336
0500000US20177,81865,30819,15342,20247,7008,8449
0500000US20209,69485,15456,15469,16638,7779,14143
0500000US21015,63104,25537,7379,18306,4228,7654
0500000US21029,37080,9312,4581,9860,4146,9181
0500000US21037,45620,15787,7130,13415,3599,5689
0500000US21047,25243,7871,3945,5772,2229,5426
0500000US21059,43438,11547,8824,10325,4500,8242
0500000US21067,156148,66728,28958,33648,9984,16830
0500000US21093,47139,16511,6243,13287,3357,7741
0500000US21111,362461,131503,58355,91332,26623,54648
0500000US21117,78350,27290,12844,20783,7038,10395
0500000US21145,27722,9425,5067,6460,1882,4888
0500000US21151,41473,16519,6673,10066,3180,5035
0500000US21195,19673,5742,3220,5009,2739,2963
0500000US21227,59520,19363,11704,15242,4058,9153
0500000US22005,56300,22574,9441,11484,5953,6848
0500000US22015,57965,21836,10145,12733,6198,7053
0500000US22017,109235,34423,24420,27308,9892,13192
0500000US22019,86636,24709,18293,19880,11981,11773
0500000US22033,210471,79656,37951,54391,17946,20527
0500000US22045,30826,9009,6271,7583,4283,3680
0500000US22051,209375,64658,40548,49738,30000,24431
0500000US22055,116905,42064,20317,29774,11463,13287
0500000US22057,42047,10661,5653,9432,7752,8549
0500000US22063,59367,18795,9439,13649,8481,9003
0500000US22071,173572,73220,39882,33149,12316,15005
0500000US22073,63956,22521,10678,17701,6130,6926
0500000US22079,53350,16931,10845,14658,4524,6392
0500000US22097,32166,8078,7831,7821,5034,3402
0500000US22103,110519,40032,18197,30213,12171,9906
0500000US22105,53197,15530,10392,13346,7137,6792
0500000US22109,49189,11096,8810,12241,7332,9710
0500000US23001,52010,15428,11244,11694,6386,7258
0500000US23003,32140,10201,5864,7226,4025,4824
0500000US23005,148368,63666,25623,34947,12289,11843
0500000US23011,57114,18928,10739,15722,5630,6095
0500000US23019,71564,22812,15000,19002,7114,7636
0500000US23031,102586,35973,18666,23542,10544,13861
0500000US24001,28849,8728,7151,7295,2508,3167
0500000US24003,281323,126620,43961,68687,24022,18033
0500000US24005,416403,181623,67198,103881,30846,32855
0500000US24009,46033,18852,6043,12274,5824,3040
0500000US24013,89759,40131,14157,19058,9447,6966
0500000US24015,51151,18904,8462,11549,4872,7364
0500000US24017,77819,32351,13581,20600,6115,5172
0500000US24021,125981,57368,18654,30484,10682,8793
0500000US24025,129908,55493,17515,35197,9976,11727
0500000US24027,162160,98523,19918,30249,7086,6384
0500000US24031,545950,299914,85749,104770,31009,24508
0500000US24033,458809,168115,96487,109686,45611,38910
0500000US24037,52299,22440,11246,8475,7120,3018
0500000US24043,69082,22888,13142,17353,7371,8328
0500000US24045,50346,16453,10277,12683,4267,6666
0500000US24510,275356,114443,56692,62109,14534,27578
0500000US25001,101935,35588,21577,24346,11594,8830
0500000US25003,62392,25769,12240,14166,5684,4533
0500000US25005,260957,86565,52290,63403,25177,33522
0500000US25009,381464,152319,71267,89055,26897,41926
0500000US25011,37620,15057,6861,8020,2925,4757
0500000US25013,208704,68078,45251,51386,15842,28147
0500000US25015,84439,37229,16937,17788,6942,5543
0500000US25017,825188,437551,120977,168189,42236,56235
0500000US25021,357535,187414,50328,75976,20688,23129
0500000US25023,251780,98322,47542,64829,17959,23128
0500000US25025,408599,176102,92831,89398,18754,31514
0500000US25027,401087,167793,70025,90955,28733,43581
0500000US26005,51673,14557,7931,11830,5576,11779
0500000US26017,45958,13944,9187,11557,3999,7271
0500000US26021,67887,23187,12953,14786,6079,10882
0500000US26025,59384,16655,11768,14934,4489,11538
0500000US26037,36260,13920,5697,8795,3079,4769
0500000US26045,51571,17241,7624,14776,3958,7972
0500000US26049,162987,50236,34902,38480,13235,26134
0500000US26055,42493,12472,8149,12491,3912,5469
0500000US26065,132992,51826,26952,32296,6865,15053
0500000US26073,34570,9033,9873,8664,3087,3913
0500000US26075,65590,19091,11980,17513,4960,12046
0500000US26077,121725,45771,25953,27273,7927,14801
0500000US26081,301892,110127,49447,75019,21898,45401
0500000US26087,37884,11697,5399,9022,4318,7448
0500000US26091,43845,10760,8462,11569,4306,8748
0500000US26093,91640,35226,13733,23914,7241,11526
0500000US26099,399779,130274,71194,107432,28306,62573
0500000US26103,29349,9436,5953,7196,3287,3477
0500000US26111,36551,14645,5450,8794,2753,4909
0500000US26115,65527,18469,13060,13371,6638,13989
0500000US26121,71099,19096,14918,15925,5277,15883
0500000US26125,612277,286017,87886,149615,32270,56489
0500000US26139,133200,43828,20282,30207,9496,29387
0500000US26145,81993,22890,17569,22079,6544,12911
0500000US26147,69328,19089,13677,15242,7017,14303
0500000US26155,28482,7686,4871,6923,3852,5150
0500000US26159,32586,9779,6802,6486,4015,5504
0500000US26161,174723,88855,27170,34227,8620,15851
0500000US26163,696644,218081,141462,171909,48809,116383
0500000US27003,183346,66750,30128,45910,15807,24751
0500000US27013,36964,11336,7315,10087,2711,5515
0500000US27019,53044,23903,7989,13245,3034,4873
0500000US27037,223345,94680,34019,57151,12045,25450
0500000US27053,642966,299611,102709,150181,27892,62573
0500000US27109,80409,36839,13839,17443,5653,6635
0500000US27123,267716,112591,46249,63069,14305,31502
0500000US27131,34164,11976,6042,7071,3430,5645
0500000US27137,98676,31269,21792,25195,8931,11489
0500000US27139,73957,30443,11346,17751,6067,8350
0500000US27141,48172,15592,8216,11577,4144,8643
0500000US27145,85797,26266,15451,22271,7474,14335
0500000US27163,130955,59616,20084,29778,7812,13665
0500000US27171,69154,24087,9187,17874,7260,10746
0500000US28033,82784,25797,11625,23119,9181,13062
0500000US28035,32379,10664,5544,8724,3373,4074
0500000US28047,86780,22168,20348,23614,10603,10047
0500000US28049,105961,31909,25106,25719,6136,17091
0500000US28059,57118,15303,13426,13764,7776,6849
0500000US28067,25828,7377,4145,5481,3182,5643
0500000US28075,32473,10260,5935,8804,2538,4936
0500000US28081,36369,11119,5009,10728,1964,7549
0500000US28089,49796,24120,4969,13444,2948,4315
0500000US28121,67359,29030,9243,17262,6613,5211
0500000US29019,95032,41918,19232,20212,5868,7802
0500000US29021,40743,10261,8438,9277,3611,9156
0500000US29031,37877,10925,8691,9788,3078,5395
0500000US29037,49034,18004,6062,12776,6194,5998
0500000US29043,38774,15766,6477,10085,3004,3442
0500000US29047,117206,41461,21736,29008,8647,16354
0500000US29051,35337,12452,6095,10280,2816,3694
0500000US29071,48416,14156,7883,11468,6482,8427
0500000US29077,135153,47139,26831,35935,8988,16260
0500000US29095,330747,114701,61063,91164,22731,41088
0500000US29097,53728,14256,9134,14307,3846,12185
0500000US29099,105633,32230,18675,27899,11996,14833
0500000US29165,49253,20174,8256,12959,2884,4980
0500000US29183,199725,84235,30491,50999,15322,18678
0500000US29187,23837,5558,4826,5887,2404,5162
0500000US29189,496915,217296,76270,133396,24492,45461
0500000US29510,147204,56763,34467,33812,7613,14549
0500000US30013,37619,12875,8287,8585,4153,3719
0500000US30029,44490,13257,8195,14715,4440,3883
