GEOID,TotalCivilianEmployedPopulation,ManagementBusinessScienceAndArts ,Service,SalesAndOffice,Natural resourcesConstructionAndMaintenance,ProductionTransportationAndMaterialMoving
0500000US42051,55152,13669,11416,12737,6603,10727
0500000US42055,73647,22879,14016,16128,8259,12365
0500000US42063,38669,11840,8066,8623,3711,6429
0500000US42069,97861,34810,16439,23372,7517,15723
0500000US42071,275020,92931,42496,63569,29664,46360
0500000US42073,40546,11959,7082,11111,3596,6798
0500000US42075,66901,21293,11315,14583,6183,13527
0500000US42077,178035,62901,28356,42402,11628,32748
0500000US42079,153566,47641,25295,38932,12757,28941
0500000US42081,53649,16685,11228,12350,5346,8040
0500000US42085,49516,15401,10671,10406,4978,8060
0500000US42089,81955,26292,13736,22345,6673,12909
0500000US42091,440989,223825,59268,96341,26050,35505
0500000US42095,150359,52985,25936,37494,12580,21364
0500000US42097,40866,11068,8626,8490,4143,8539
0500000US42101,673721,270815,147330,140361,39733,75482
0500000US42107,62525,16977,10514,13352,7032,14650
0500000US42111,32639,9706,6676,5954,4025,6278
0500000US42125,100823,35998,17570,23553,11076,12626
0500000US42129,175074,66880,28659,38202,14947,26386
0500000US42133,224848,77172,33978,56949,20212,36537
0500000US44003,88031,36343,14630,21189,8302,7567
0500000US44005,42406,19080,8812,7987,2606,3921
0500000US44007,315665,110375,65976,75810,22234,41270
0500000US44009,66718,29847,11203,15579,4855,5234
0500000US45003,71348,24535,13038,14508,7649,11618
0500000US45007,90627,30435,16175,19078,9764,15175
0500000US45013,73879,27565,16798,14760,8519,6237
0500000US45015,100557,33103,20176,23961,10161,13156
0500000US45019,210217,88173,39966,45681,17732,18665
0500000US45031,29180,11297,5554,4732,2500,5097
0500000US45035,74594,29301,12309,19633,5885,7466
0500000US45041,58945,20359,11429,14880,4371,7906
0500000US45045,249715,97371,37687,59254,18362,37041
0500000US45047,30196,8441,5633,6887,2850,6385
0500000US45051,144160,40100,36581,39212,16826,11441
0500000US45055,27868,9658,4843,6657,3321,3389
0500000US45057,38685,11834,5448,9648,4515,7240
0500000US45059,26384,7017,5220,4661,2298,7188
0500000US45063,140295,49824,20316,35928,13949,20278
0500000US45073,32794,10400,5905,7402,4202,4885
0500000US45075,36919,10952,5749,9370,2701,8147
0500000US45077,56753,19660,10960,12679,5328,8126
0500000US45079,200134,73122,41667,54151,10568,20626
0500000US45083,142999,44644,21955,34727,10998,30675
0500000US45085,44354,12522,7956,10616,4941,8319
0500000US45091,130588,48578,18182,34371,10192,19265
0500000US46099,106515,37988,17730,26753,9129,14915
0500000US46103,53686,16794,12087,13930,6462,4413
0500000US47001,33367,9866,8125,7167,3069,5140
0500000US47009,58070,20224,8957,15977,5743,7169
0500000US47011,49613,17491,6236,10947,5864,9075
0500000US47037,387357,164223,66229,86321,24978,45606
0500000US47059,26708,7540,6184,5227,2046,5711
0500000US47065,171599,67785,25875,43887,11406,22646
0500000US47093,235771,97906,41654,57844,16383,21984
0500000US47113,43000,14091,9087,10641,2095,7086
0500000US47119,45709,14092,8195,9342,4666,9414
0500000US47125,86666,28493,16791,21374,8834,11174
0500000US47141,34656,10056,6648,10787,2464,4701
0500000US47147,34429,10638,5484,8676,3553,6078
0500000US47149,173238,58435,26865,46393,13968,27577
0500000US47155,48372,12420,12204,13121,4212,6415
0500000US47157,433458,153647,80317,102244,30584,66666
0500000US47163,67282,22656,12732,16305,6204,9385
0500000US47165,94581,33583,13781,27123,9393,10701
0500000US47179,60494,24619,10407,14015,4913,6540
0500000US47187,115678,59359,16255,28103,5716,6245
0500000US47189,68170,28018,9564,16202,6234,8152
0500000US48005,36139,10028,7578,8822,4112,5599
0500000US48021,N,N,N,N,N,N
0500000US48027,143874,51427,27092,35591,14978,14786
0500000US48029,900337,319947,172444,228895,83808,95243
0500000US48037,38504,12243,6336,9633,3814,6478
0500000US48039,169193,70522,20098,35751,20948,21874
0500000US48041,104004,43213,19122,21544,8865,11260
0500000US48061,163181,47099,42826,36747,18157,18352
0500000US48085,509466,270648,60651,121422,28652,28093
0500000US48091,67478,28971,8954,19084,5166,5303
0500000US48099,25055,8042,5139,5795,3065,3014
0500000US48113,1305420,444116,226078,310143,160502,164581
0500000US48121,450427,215200,58182,112338,25409,39298
0500000US48135,74637,18539,13113,19654,12528,10803
0500000US48139,83774,28583,12609,21585,8854,12143
0500000US48141,357050,108823,74144,97190,33901,42992
0500000US48157,359070,176808,44095,84964,21329,31874
0500000US48167,156219,67563,26811,32344,13976,15525
0500000US48181,60493,18041,12658,12334,7298,10162
0500000US48183,55441,17051,9551,13676,8317,6846
0500000US48187,72900,24467,12032,19758,6359,10284
0500000US48201,2215947,789919,388466,498867,257427,281268
0500000US48203,N,N,N,N,N,N
0500000US48209,109760,39405,22525,27434,7905,12491
0500000US48213,31876,10362,6380,7251,4887,2996
0500000US48215,334478,91638,79651,84720,45023,33446
0500000US48231,41345,15017,6804,10202,4641,4681
0500000US48245,105000,27450,23629,23685,16094,14142
0500000US48251,78681,22625,9462,16025,9319,21250
0500000US48257,57486,19600,8636,13938,7728,7584
0500000US48291,N,N,N,N,N,N
0500000US48303,150205,53771,32660,36541,14338,12895
0500000US48309,116613,37792,22324,28641,12994,14862
0500000US48329,80321,28446,14262,17403,12114,8096
0500000US48339,272115,110485,40805,63365,29529,27931
0500000US48347,27378,7985,4990,6310,3926,4167
0500000US48355,163305,47715,34439,37836,23438,19877
0500000US48361,36830,11024,5073,9612,4467,6654
0500000US48367,60723,21625,7665,15056,6544,9833
0500000US48375,51210,11797,11423,10613,7534,9843
0500000US48381,70731,26548,12790,17227,7385,6781
0500000US48397,46589,24063,5208,10846,3278,3194
0500000US48409,28216,7008,6835,6054,5168,3151
0500000US48423,99294,34313,19328,22546,9653,13454
0500000US48439,1022448,380671,165043,258223,93951,124560
0500000US48441,66497,21040,15915,15646,7407,6489
0500000US48451,55043,18735,10673,14032,7540,4063
0500000US48453,691311,341934,101600,146743,54019,47015
0500000US48469,44186,13890,7927,10779,5215,6375
0500000US48471,25791,7587,7609,5876,2561,2158
0500000US48479,109608,28045,25386,32126,10181,13870
0500000US48485,54697,16710,12339,11561,7245,6842
0500000US01003,94170,36401,17798,20326,9868,9777
0500000US01015,48810,15179,8180,10935,4209,10307
0500000US01043,34795,9368,4637,7573,6168,7049
0500000US01049,28755,8163,4349,5036,3575,7632
0500000US01051,35318,12512,4731,9487,4391,4197
0500000US01055,38818,11723,6608,9631,2908,7948
0500000US01069,45862,13746,9113,11055,4369,7579
0500000US01073,300430,119312,49498,75175,22801,33644
0500000US01077,40655,13275,7965,8775,4910,5730
0500000US01081,73109,27407,15843,16884,4906,8069
0500000US01083,41449,16970,6419,8623,3630,5807
0500000US01089,176150,82084,27946,36636,11028,18456
0500000US01095,37967,11809,5735,7216,3253,9954
0500000US01097,173485,54786,32679,43006,16300,26714
0500000US01101,99005,35978,19236,23023,5100,15668
0500000US01103,51068,15825,9857,11451,5002,8933
0500000US01115,37684,10477,5153,9974,4901,7179
0500000US01117,107124,49866,13152,28667,8755,6684
0500000US01121,31544,8188,5646,6621,2911,8178
0500000US01125,92170,32922,18235,19942,7694,13377
0500000US01127,25023,5691,5362,5891,3822,4257
0500000US02020,149198,59863,27541,36616,11327,13851
0500000US02090,43035,16470,6140,10340,5785,4300
0500000US02170,44128,13633,7461,10690,7594,4750
0500000US04001,19558,5566,5280,4332,1981,2399
0500000US04003,47159,17353,10859,11558,3511,3878
0500000US04005,66370,23713,16001,14642,5681,6333
0500000US04013,2063411,783980,360822,549876,173765,194968
0500000US04015,73978,17497,21230,17429,7800,10022
0500000US04017,38115,10570,9390,10450,4274,3431
0500000US04019,439775,165033,91758,108601,36289,38094
0500000US04021,151363,43669,34737,42776,13263,16918
0500000US04025,87202,27455,18750,24023,8778,8196
0500000US04027,79447,20099,17075,17254,14834,10185
0500000US05007,130887,51613,17442,30946,10778,20108
0500000US05031,52542,16179,9686,11476,5603,9598
0500000US05045,59857,24924,10863,13122,4656,6292
0500000US05051,38379,12452,7256,9659,4121,4891
0500000US05069,24892,6822,4242,5537,2267,6024
0500000US05085,32360,12596,5726,6902,2732,4404
0500000US05119,185869,76713,33819,44269,10939,20129
0500000US05125,57067,20503,9313,15650,5380,6221
0500000US05131,58090,17789,10764,12546,7182,9809
0500000US05143,112103,43447,18090,24928,9542,16096
0500000US05145,32482,11025,4771,6585,3347,6754
0500000US06001,870985,424933,143848,165118,53734,83352
0500000US06007,98494,34727,21194,23811,8324,10438
0500000US06013,558747,241160,101743,125039,41897,48908
0500000US06017,82883,36557,15196,17648,6743,6739
0500000US06019,411529,120694,78824,96308,65438,50265
0500000US06023,60945,21408,13688,14384,6193,5272
0500000US06025,59899,17279,13508,12911,8533,7668
0500000US06029,341802,89670,65227,69683,72956,44266
0500000US06031,56775,13311,12770,11033,12442,7219
0500000US06033,25086,5635,7120,4560,5015,2756
0500000US06037,4974757,1839401,950144,1170783,384594,629835
0500000US06039,59053,13135,12730,12011,13550,7627
0500000US06041,127855,70870,19578,25488,6270,5649
0500000US06045,40450,14470,7906,8654,6387,3033
0500000US06047,103680,24933,19315,21802,20226,17404
0500000US06053,191091,54546,38052,37425,40373,20695
0500000US06055,72349,28206,14986,15518,6486,7153
0500000US06057,47524,20927,9232,10093,4279,2993
0500000US06059,1607525,668722,272625,392873,109584,163721
0500000US06061,179205,82530,31896,41335,13503,9941
0500000US06065,1040627,313775,214438,251832,119806,140776
0500000US06067,705215,273361,140955,166192,56357,68350
0500000US06071,901468,265452,162577,227734,90077,155628
0500000US06073,1611175,674870,322570,357855,122620,133260
0500000US06075,534557,299412,86384,100770,19398,28593
0500000US06077,314196,88601,59864,71683,42673,51375
0500000US06079,131832,51335,27768,28742,13142,10845
0500000US06081,418194,209339,68372,88226,24178,28079
0500000US06083,219313,78183,49039,46936,27457,17698
0500000US06085,1012777,538830,152750,180306,62751,78140
0500000US06087,137657,59369,23035,28606,15410,11237
0500000US06089,76203,24974,15412,20014,7648,8155
0500000US06095,206151,67130,41763,46964,25171,25123
0500000US06097,259305,99494,51994,56917,25702,25198
0500000US06099,236867,64314,42579,57441,32570,39963
0500000US06101,38415,12145,7277,7608,5927,5458
0500000US06107,182722,48057,32639,39848,35285,26893
0500000US06111,419323,159477,72665,96197,49292,41692
0500000US06113,101482,41102,18324,19821,10058,12177
0500000US06115,32424,9061,6198,8041,4790,4334
0500000US08001,259641,74210,52066,64787,32341,36237
0500000US08005,350304,146544,60088,82378,28396,32898
0500000US08013,177104,94321,24883,34276,10424,13200
0500000US08014,38271,20635,4095,8836,2086,2619
0500000US08031,402288,190997,64065,84632,33727,28867
0500000US08035,181148,99105,20976,45111,6906,9050
0500000US08041,320509,131982,58997,71758,27194,30578
0500000US08059,316292,148508,46097,73720,25372,22595
0500000US08069,178403,80661,26895,37651,15660,17536
0500000US08077,70254,23461,13251,15052,11313,7177
0500000US08101,68616,21229,15721,18000,5870,7796
0500000US08123,153525,51147,27589,33574,20841,20374
0500000US09001,479747,219076,92020,103270,34606,30775
0500000US09003,444803,196602,80276,95211,28439,44275
0500000US09005,97221,41663,16491,20724,8486,9857
0500000US09007,87627,38047,11712,21757,8047,8064
0500000US09009,427676,180985,74980,97373,31961,42377
0500000US09011,130248,55140,26888,26141,9762,12317
0500000US09013,79269,35844,13041,16143,5999,8242
0500000US09015,58432,19754,11791,12768,5682,8437
0500000US10001,80743,26724,13965,20911,7743,11400
0500000US10003,255351,114484,39180,56188,18906,26593
0500000US10005,100282,36210,15951,25507,10219,12395
0500000US11001,378780,239891,54442,60355,10127,13965
0500000US12001,127453,59486,25674,28465,7054,6774
0500000US12005,78938,27012,17053,20018,6960,7895
0500000US12009,253410,100242,45410,60376,23407,23975
0500000US12011,960761,352368,188987,245673,86662,87071
0500000US12015,62848,17866,14587,19830,6549,4016
0500000US12017,49929,13725,10797,14574,5014,5819
0500000US12019,97327,33742,18033,24838,9515,11199
0500000US12021,158695,49490,34106,40425,21717,12957
0500000US12023,24694,7201,4977,6387,3844,2285
0500000US12031,453646,167634,82660,120606,37174,45572
0500000US12033,138930,45646,28115,40316,11561,13292
0500000US12035,41326,15104,8138,10862,4058,3164
0500000US12053,67968,19622,13791,21313,6540,6702
0500000US12055,31032,9794,4758,9573,4399,2508
0500000US12057,681469,269622,121807,173191,54480,62369
0500000US12061,60000,20234,13161,15898,6962,3745
0500000US12069,144509,45249,32589,39862,12154,14655
0500000US12071,316819,92836,68338,84657,42754,28234
0500000US12073,147503,68455,27274,35984,8346,7444
0500000US12081,162665,55242,33058,43505,15243,15617
0500000US12083,123022,41114,27163,32389,12367,9989
0500000US12085,65562,24471,13415,18310,5920,3446
0500000US12086,1323402,430772,276556,348866,131080,136128
0500000US12087,41207,11969,10229,10142,4922,3945
0500000US12089,37320,13797,7820,7581,3758,4364
0500000US12091,89629,33606,18568,22230,9322,5903
0500000US12095,687466,253571,135549,172041,58662,67643
0500000US12097,165782,44178,45044,44056,14863,17641
0500000US12099,681335,249472,145455,172027,62397,51984
0500000US12101,219697,77852,42209,57464,21262,20910
0500000US12103,453721,169566,86147,122153,31158,44697
0500000US12105,281545,84407,54313,72500,31850,38475
0500000US12107,26249,6791,5955,5963,3914,3626
0500000US12109,109451,49402,17702,27036,7408,7903
0500000US12111,133097,35514,34225,33251,13873,16234
0500000US12113,76888,28802,11111,22445,7939,6591
0500000US12115,168540,57806,36571,45418,15203,13542
0500000US12117,229293,109575,33691,59011,12684,14332
0500000US12119,N,N,N,N,N,N
0500000US12127,225997,70664,47078,60848,22827,24580
0500000US12131,29173,10841,6069,6735,3509,2019
0500000US13013,38551,10811,5717,10949,3850,7224
0500000US13015,51514,16316,8803,11341,6352,8702
0500000US13021,61994,20842,15784,15950,2763,6655
0500000US13031,34062,9120,8394,6908,4238,5402
0500000US13045,56981,17303,11734,12493,3872,11579
0500000US13047,N,N,N,N,N,N
0500000US13051,138848,52231,30510,29357,8530,18220
0500000US13057,125683,54932,17892,33545,11488,7826
0500000US13059,61792,26336,10448,12025,3525,9458
0500000US13063,133230,29390,23915,38802,12229,28894
0500000US13067,389063,185515,55118,88062,28643,31725
0500000US13073,65755,27481,14302,11452,5750,6770
0500000US13077,72472,24606,12210,18070,7036,10550
0500000US13089,388834,173192,61404,90579,21683,41976
0500000US13095,35210,9824,6745,9496,2914,6231
0500000US13097,71043,23508,12419,18214,5737,11165
0500000US13113,52966,23801,5369,12439,4264,7093
0500000US13115,42226,11809,8382,9415,5064,7556
0500000US13117,114636,60758,11516,29086,5814,7462
0500000US13121,541590,270569,77353,125459,23077,45132
0500000US13127,38161,14536,8959,7855,3099,3712
0500000US13135,463472,178421,77182,114876,44067,48926
0500000US13139,97520,28068,15242,22512,11016,20682
0500000US13151,112457,39607,19093,26916,9296,17545
0500000US13153,71482,26732,11610,17908,6576,8656
0500000US13157,31694,10388,5072,7828,3746,4660
0500000US13185,47885,16083,8183,14104,4159,5356
0500000US13215,74489,24812,14048,20922,5805,8902
0500000US13217,49618,14287,5978,12004,4421,12928
0500000US13223,78030,27139,10193,20928,9420,10350
0500000US13245,81679,24571,17380,20734,8053,10941
0500000US13247,39678,15103,6920,8752,3963,4940
0500000US13255,N,N,N,N,N,N
0500000US13285,27934,7369,4899,4767,2217,8682
0500000US13295,29635,9234,4388,6420,3364,6229
0500000US13297,40182,10971,5452,9931,6478,7350
0500000US13313,45967,11084,6405,8502,3121,16855
0500000US15001,89689,28803,23488,20294,9847,7257
0500000US15003,469673,166347,99873,122259,42689,38505
0500000US15007,36622,10514,12712,6927,3854,2615
0500000US15009,84476,26070,26208,18400,8839,4959
0500000US16001,228945,96880,36695,56617,20395,18358
0500000US16005,38024,15060,6925,8738,3365,3936
0500000US16019,51810,19898,8503,10381,5715,7313
0500000US16027,93735,24963,16570,20675,15653,15874
0500000US16055,70914,24363,13007,18092,8208,7244
0500000US16083,40385,12538,6426,8542,4849,8030
0500000US17001,32033,10205,5441,8399,3076,4912
0500000US17019,100542,44788,17531,21296,6084,10843
0500000US17031,2562770,1028703,459022,582524,154552,337969
0500000US17037,52061,15059,11381,14387,4339,6895
0500000US17043,494244,229656,62544,122699,30393,48952
0500000US17089,267228,93142,44725,67795,17957,43609
0500000US17091,49540,14417,8804,11731,4164,10424
0500000US17093,62545,21381,7705,19232,8207,6020
0500000US17097,350692,147589,53399,84823,21350,43531
0500000US17099,52553,14215,9930,11801,5630,10977
0500000US17111,167716,59133,29657,45060,12864,21002
0500000US17113,88398,39698,13529,21721,4923,8527
0500000US17115,46886,14606,9997,10162,4053,8068
0500000US17119,127428,43758,26368,27299,11403,18600
0500000US17143,79396,30345,15514,17936,6566,9035
0500000US17161,67602,20979,13062,13169,5836,14556
0500000US17163,124520,38979,25285,29608,10048,20600
0500000US17167,94602,39831,16944,22617,6451,8759
0500000US17179,61494,22787,10532,15015,5376,7784
0500000US17183,31614,8323,6879,8291,2332,5789
0500000US17197,351809,123645,58988,87647,28230,53299
0500000US17199,28160,9202,5143,7056,2225,4534
0500000US17201,131674,41711,24640,29877,9187,26259
0500000US18003,179494,59106,28433,45286,14700,31969
0500000US18005,40460,16274,5450,7347,3128,8261
0500000US18011,35204,17841,4188,7551,2095,3529
0500000US18019,58394,17344,10539,13291,4341,12879
0500000US18035,54399,18265,11320,14068,3850,6896
0500000US18039,96434,27886,11643,20288,7354,29263
0500000US18043,37638,14938,4974,8132,2959,6635
0500000US18053,29220,9244,5458,5460,2359,6699
0500000US18057,171663,93799,16352,46193,6593,8726
0500000US18059,N,N,N,N,N,N
0500000US18063,88020,36461,12433,20936,6402,11788
0500000US18067,38131,11369,7189,8047,2986,8540
0500000US18081,79026,35059,10172,17930,5701,10164
0500000US18085,39946,11889,5750,7458,3428,11421
0500000US18089,216440,66220,40674,47991,21406,40149
0500000US18091,45603,11501,8715,11216,4246,9925
0500000US18095,56266,16206,11720,13568,4839,9933
0500000US18097,457311,165662,81311,108233,35093,67012
0500000US18105,72792,33359,15286,14284,3360,6503
0500000US18109,32998,9814,5520,6899,4552,6213
0500000US18127,79692,30047,12499,19069,8149,9928
0500000US18141,130830,46501,21617,31383,8177,23152
0500000US18157,98544,41361,17476,19165,6221,14321
0500000US18163,85157,30407,17032,18182,6569,12967
0500000US18167,49712,14905,11672,11111,2326,9698
0500000US18177,30773,10185,5222,6973,2440,5953
0500000US19013,68843,21895,13224,16052,5936,11736
0500000US19049,46945,25468,5710,9896,2690,3181
0500000US19061,49144,18112,7576,13025,3579,6852
0500000US19103,83708,41352,14423,17517,3818,6598
0500000US19113,120502,45947,18270,29719,10106,16460
0500000US19153,261263,98822,46514,66313,21232,28382
0500000US19155,47644,14984,6856,10719,6247,8838
0500000US19163,84809,30656,13771,21143,7359,11880
0500000US19169,49905,22903,8662,9690,3526,5124
0500000US19193,49117,14367,8177,10682,6332,9559
0500000US20015,30333,12628,3361,7121,3995,3228
0500000US20045,67975,30596,12245,16882,3137,5115
0500000US20091,323043,169862,40899,71254,16352,24676
0500000US20103,36085,13382,8195,8111,2767,3630
0500000US20161,37788,16450,8135,8818,2184,2201
0500000US20173,246180,87802,43216,55208,25324,34630
0500000US20177,85147,33717,13819,19935,7131,10545
0500000US20209,75216,19000,13984,17943,10055,14234
0500000US21015,65457,24663,9822,18313,3645,9014
0500000US21029,39434,11222,5705,9160,4747,8600
0500000US21037,47091,19848,7031,11403,3758,5051
0500000US21047,24319,6560,5224,5450,3039,4046
0500000US21059,47131,14127,10311,11802,2822,8069
0500000US21067,169704,73612,27810,39458,9025,19799
0500000US21093,46799,15494,9528,11500,3698,6579
0500000US21111,388155,139309,60819,98862,23317,65848
0500000US21117,82967,33218,12692,21744,5689,9624
0500000US21145,28665,9905,5167,7872,2596,3125
0500000US21151,44910,16892,8685,8827,3441,7065
0500000US21185,32459,13992,4766,8466,2224,3011
0500000US21227,63942,20906,10848,15259,5115,11814
0500000US22005,56868,20031,8113,13351,5513,9860
0500000US22015,52650,19169,8600,13844,5446,5591
0500000US22017,100295,32212,19539,23892,11296,13356
0500000US22019,96780,33617,21017,19855,11587,10704
0500000US22033,216632,82022,37287,54615,19794,22914
0500000US22045,N,N,N,N,N,N
0500000US22051,207026,68769,40259,47071,27484,23443
0500000US22055,117076,43945,20557,29551,10718,12305
0500000US22057,43190,13651,6163,9300,5224,8852
0500000US22063,62133,15647,14126,16523,9284,6553
0500000US22071,179377,75102,40453,39174,9729,14919
0500000US22073,66503,21272,13051,18378,5770,8032
0500000US22079,52880,18817,12005,10855,5674,5529
0500000US22097,30236,10122,4346,7641,2965,5162
0500000US22103,119073,47907,23431,26782,11317,9636
0500000US22105,59096,15097,12096,15019,7210,9674
0500000US22109,41550,12900,6048,10709,5680,6213
0500000US23001,52572,16859,11689,12357,4786,6881
0500000US23003,29436,8787,5645,6691,4001,4312
0500000US23005,161170,73591,25062,37025,11820,13672
0500000US23011,58685,21757,9781,15521,6589,5037
0500000US23019,74986,26353,15793,17772,8514,6554
0500000US23031,112668,41012,19292,27137,10311,14916
0500000US24001,26897,7635,6603,6148,2556,3955
0500000US24003,299506,144962,45453,63443,22525,23123
0500000US24005,422507,183938,63415,103255,31439,40460
0500000US24009,48409,21164,7791,9589,5756,4109
0500000US24013,87487,38939,13128,20559,8590,6271
0500000US24015,51461,18753,7345,10022,7707,7634
0500000US24017,77905,38254,11451,17171,6536,4493
0500000US24021,133248,61862,21460,29634,10720,9572
0500000US24025,130818,58193,20639,31025,9194,11767
0500000US24027,171780,106715,21336,27823,7846,8060
0500000US24031,569230,312707,89483,101382,37625,28033
0500000US24033,490928,194787,100530,105098,46611,43902
0500000US24037,53418,22902,9684,11074,5934,3824
0500000US24043,69328,24664,12929,16264,6349,9122
0500000US24045,49828,17987,10889,10356,4496,6100
0500000US24510,284018,119521,58793,61287,14632,29785
0500000US25001,104780,41776,22489,23054,10649,6812
0500000US25003,63317,22620,14513,13923,5922,6339
0500000US25005,285467,107714,52053,62560,31688,31452
0500000US25009,408836,167080,76070,88775,29140,47771
0500000US25011,35631,13552,6334,8680,3252,3813
0500000US25013,211846,75402,47304,46949,16045,26146
0500000US25015,85615,38812,16064,17904,5858,6977
0500000US25017,883991,494056,121731,165057,46857,56290
0500000US25021,378891,202914,55217,78888,21611,20261
0500000US25023,268780,107351,50621,61963,23537,25308
0500000US25025,441480,206997,97833,85661,21019,29970
0500000US25027,415159,174121,73792,88974,30831,47441
0500000US26005,55451,18272,6606,11003,6582,12988
0500000US26017,45257,14394,9298,9827,4022,7716
0500000US26021,73251,25718,13814,15682,6050,11987
0500000US26025,59163,16849,13479,11986,4408,12441
0500000US26037,37881,15685,6372,7911,3290,4623
0500000US26045,52441,19342,8235,11907,4481,8476
0500000US26049,171775,55313,34888,39853,12237,29484
0500000US26055,46544,18947,8003,10157,3614,5823
0500000US26065,142381,58724,26475,30275,6999,19908
0500000US26073,32553,11251,7340,7786,2512,3664
0500000US26075,71504,23235,12629,17539,5506,12595
0500000US26077,132816,58539,23231,25636,7369,18041
0500000US26081,336411,127283,48764,80543,23172,56649
0500000US26087,39621,11328,6606,7882,5188,8617
0500000US26091,45618,12562,8702,9658,4967,9729
0500000US26093,99121,42883,15284,22573,8781,9600
