GEOID,TotalCivilianEmployedPopulation,ManagementBusinessScienceAndArts ,Service,SalesAndOffice,Natural resourcesConstructionAndMaintenance,ProductionTransportationAndMaterialMoving
0500000US12009,223938,77638,43822,62225,19495,20758
0500000US12011,870103,300923,171797,254624,71291,71468
0500000US12015,55033,15022,13687,17412,5450,3462
0500000US12017,44227,14486,10225,11152,4263,4101
0500000US12019,84609,31360,11849,23314,9806,8280
0500000US12021,135719,37688,35989,37118,15656,9268
0500000US12023,24093,6140,5500,5947,3077,3429
0500000US12031,391869,133859,73508,110979,32306,41217
0500000US12033,124251,40505,24798,36232,11576,11140
0500000US12035,33820,10202,7814,9918,2135,3751
0500000US12053,52790,15758,12423,13875,5333,5401
0500000US12055,29031,7236,6483,8868,4423,2021
0500000US12057,588529,218713,104700,164882,49209,51025
0500000US12061,49309,15377,10764,13167,5708,4293
0500000US12069,113423,32567,23854,31250,14907,10845
0500000US12071,252620,76739,56990,74155,25067,19669
0500000US12073,141466,62123,24585,41079,7208,6471
0500000US12081,138278,45983,28127,38191,12752,13225
0500000US12083,115893,30505,29544,32436,10136,13272
0500000US12085,55462,18257,12560,14843,5981,3821
0500000US12086,1164745,369738,237732,332384,109490,115401
0500000US12087,38077,11215,10883,8846,4396,2737
0500000US12089,28637,9127,6676,5670,3945,3219
0500000US12091,85390,26663,19131,23339,8591,7666
0500000US12095,585536,203530,123131,168220,41746,48909
0500000US12097,127184,33057,32539,39930,7157,14501
0500000US12099,596834,212403,132864,155281,53062,43224
0500000US12101,178121,64125,33197,50713,15639,14447
0500000US12103,413218,152776,77341,118972,26808,37321
0500000US12105,232760,67453,48224,61832,27149,28102
0500000US12107,24667,7051,5877,4813,3947,2979
0500000US12109,94695,41883,15053,26869,5047,5843
0500000US12111,110917,31153,24850,32595,11878,10441
0500000US12113,68791,26295,10257,18359,6846,7034
0500000US12115,152311,53722,35413,40684,12914,9578
0500000US12117,203853,83061,33446,59588,14480,13278
0500000US12119,22750,5343,4309,8080,2370,2648
0500000US12127,190262,59527,41412,53853,14558,20912
0500000US13013,30944,8692,4069,8687,4178,5318
0500000US13015,42872,12747,7330,9554,6164,7077
0500000US13021,62631,20340,14364,16822,5483,5622
0500000US13031,29943,8063,6905,7578,3571,3826
0500000US13045,47945,13270,8239,11206,5056,10174
0500000US13047,27910,8189,5986,6964,2856,3915
0500000US13051,122556,41560,26072,33284,9385,12255
0500000US13057,106147,41133,18619,26864,9049,10482
0500000US13059,53699,18915,12878,12690,2373,6843
0500000US13063,108093,23832,21601,31704,10839,20117
0500000US13067,357723,156337,53547,92980,26418,28441
0500000US13073,58021,25085,7723,14861,5020,5332
0500000US13077,59680,21013,10734,12941,6002,8990
0500000US13089,330499,143480,54218,76462,21268,35071
0500000US13095,33850,10527,6398,8541,2787,5597
0500000US13097,60086,18779,9183,17538,5312,9274
0500000US13113,50953,21144,5998,13850,4019,5942
0500000US13115,37858,11896,6237,8819,4243,6663
0500000US13117,86906,40370,10549,26106,4332,5549
0500000US13121,459077,222271,73543,107336,18238,37689
0500000US13127,36464,10936,7768,10526,3967,3267
0500000US13135,390995,148661,65099,105840,35306,36089
0500000US13139,79301,22509,12844,17715,9508,16725
0500000US13151,92052,28413,18281,25790,6455,13113
0500000US13153,64257,23816,11394,14974,7710,6363
0500000US13179,N,N,N,N,N,N
0500000US13185,46535,14699,10140,12393,3588,5715
0500000US13215,77882,25098,14785,23530,5201,9268
0500000US13217,42198,12541,7351,9897,4185,8224
0500000US13223,64021,19571,10128,17822,7995,8505
0500000US13245,78720,23642,16670,22471,5527,10410
0500000US13247,35098,11964,5503,8521,4299,4811
0500000US13285,27903,9168,3910,5865,1996,6964
0500000US13295,25669,6488,4873,5405,3000,5903
0500000US13297,35962,12205,8675,7398,3364,4320
0500000US13313,42940,9573,5467,10356,3410,14134
0500000US15001,82919,24386,21644,19333,11116,6440
0500000US15003,453583,160205,97029,114862,42975,38512
0500000US15007,32660,9288,9497,7145,4067,2663
0500000US15009,79258,21721,21793,19681,7470,8593
0500000US16001,196487,78600,34207,52150,16459,15071
0500000US16005,38552,13860,7855,9442,2428,4967
0500000US16019,47277,14861,9138,12667,4821,5790
0500000US16027,82694,21299,15951,21309,12498,11637
0500000US16055,63036,18697,12858,17423,6384,7674
0500000US16083,35135,9314,6471,8542,4626,6182
0500000US17001,32632,9820,5725,8567,2481,6039
0500000US17019,103196,46642,17802,23064,6197,9491
0500000US17031,2433663,907419,450425,607485,146621,321713
0500000US17037,50123,17934,8575,12834,3394,7386
0500000US17043,475271,210815,68283,121716,26984,47473
0500000US17089,248321,83864,38630,64416,19382,42029
0500000US17091,50848,13991,10265,12192,5408,8992
0500000US17093,60331,23916,6083,17857,5358,7117
0500000US17097,336123,138220,51740,88083,18680,39400
0500000US17099,52031,12806,9722,12540,5669,11294
0500000US17111,154098,56774,24286,43354,11232,18452
0500000US17113,90881,36551,17151,23705,4864,8610
0500000US17115,49267,14327,10194,11779,4623,8344
0500000US17119,125746,42871,23213,30428,10351,18883
0500000US17143,86360,30997,16111,22382,5844,11026
0500000US17161,67405,20338,11586,18296,4824,12361
0500000US17163,116038,38922,24465,28174,9110,15367
0500000US17167,97234,40121,16633,24708,8125,7647
0500000US17179,67337,23391,11634,15364,5936,11012
0500000US17183,32046,7987,6914,6542,3591,7012
0500000US17197,326869,118143,54200,81844,26053,46629
0500000US17199,28777,8534,5890,8516,2843,2994
0500000US17201,130031,37952,21457,31116,9913,29593
0500000US18003,167927,55828,29704,39947,11693,30755
0500000US18005,39333,15537,6313,7651,2281,7551
0500000US18019,53268,13599,8479,14504,4567,12119
0500000US18035,49291,13896,12225,10714,3846,8610
0500000US18039,91700,22070,14055,19966,7739,27870
0500000US18043,37149,11294,5816,10047,2259,7733
0500000US18053,29596,7693,4765,9007,2030,6101
0500000US18057,148271,71994,15858,43562,7807,9050
0500000US18059,34845,14119,5108,7598,3566,4454
0500000US18063,75465,30693,10778,18825,7003,8166
0500000US18067,33803,10357,7120,7567,2161,6598
0500000US18081,69778,25556,10223,19241,5624,9134
0500000US18085,37028,9260,5165,7621,2592,12390
0500000US18089,209455,60585,40098,52640,21245,34887
0500000US18091,45839,12333,8162,11425,4680,9239
0500000US18095,53473,14256,11224,14202,4481,9310
0500000US18097,432096,141740,79527,117465,30089,63275
0500000US18105,67466,26101,14547,14076,5825,6917
0500000US18109,32690,9479,4914,8246,4672,5379
0500000US18127,75646,24240,13963,15936,9019,12488
0500000US18141,121226,41228,22880,30381,9007,17730
0500000US18157,84896,31909,15113,18436,5984,13454
0500000US18163,88460,26795,17321,23535,7884,12925
0500000US18167,48044,15093,10433,10076,3944,8498
0500000US18177,27724,7915,5967,6565,2767,4510
0500000US19013,65365,20092,11352,16295,5257,12369
0500000US19049,36861,18454,4524,8975,2204,2704
0500000US19061,49764,16601,9433,11418,4579,7733
0500000US19103,77963,34690,14053,16459,4672,8089
0500000US19113,111508,44612,16118,26897,9579,14302
0500000US19153,233243,93871,36691,59600,15587,27494
0500000US19155,46505,13881,8122,13113,4926,6463
0500000US19163,82220,29528,13601,19553,6481,13057
0500000US19169,48675,20830,8901,9807,4000,5137
0500000US19193,50071,12656,8449,13658,5128,10180
0500000US20015,31220,11953,5297,7180,3497,3293
0500000US20045,61828,25947,11394,15528,4141,4818
0500000US20091,294177,145323,35949,76347,16120,20438
0500000US20103,32146,11658,7018,7484,3010,2976
0500000US20161,34486,14099,6204,7697,2785,3701
0500000US20173,235538,79474,39610,57627,24383,34444
0500000US20177,85083,29760,17358,22183,6312,9470
0500000US20209,70678,14562,14947,18736,8087,14346
0500000US21015,61805,23584,6859,16888,4322,10152
0500000US21029,37226,9747,4190,10993,4918,7378
0500000US21037,46177,16701,7595,13194,3656,5031
0500000US21047,24625,5687,5143,5300,2761,5734
0500000US21059,43572,12332,8070,11346,4302,7522
0500000US21067,155713,65016,30047,38502,9006,13142
0500000US21093,43972,15579,6623,10970,3990,6810
0500000US21111,354456,126702,60847,92593,22257,52057
0500000US21117,78414,28826,11092,20960,5812,11724
0500000US21145,28400,8823,5765,6509,2980,4323
0500000US21151,38729,14312,8639,8475,2238,5065
0500000US21195,21268,5576,3623,4996,4312,2761
0500000US21227,54143,17184,9813,12732,4163,10251
0500000US22005,54241,18068,7003,14900,7706,6564
0500000US22015,59720,20587,12132,12232,7989,6780
0500000US22017,107400,34931,26371,22215,9949,13934
0500000US22019,85702,25703,16854,19575,12301,11269
0500000US22033,214314,80237,42318,50879,18888,21992
0500000US22045,31540,8825,5510,6811,5400,4994
0500000US22051,205466,64487,39085,53100,26048,22746
0500000US22055,114608,39861,21470,30226,12142,10909
0500000US22057,44373,12312,8343,9833,5212,8673
0500000US22063,60568,17459,8028,15920,12523,6638
0500000US22071,160467,65971,38059,31584,11606,13247
0500000US22073,63542,21248,13793,15663,5875,6963
0500000US22079,53749,18429,11617,12484,6074,5145
0500000US22097,32789,8722,8458,7191,4735,3683
0500000US22103,109060,41166,18019,27279,13716,8880
0500000US22105,50284,14623,7105,14282,6145,8129
0500000US22109,48323,11876,8610,13301,6502,8034
0500000US23001,54147,15200,10543,15635,4857,7912
0500000US23003,31122,8557,5207,8396,4434,4528
0500000US23005,150537,63511,26906,35918,12125,12077
0500000US23011,54744,20188,8528,14085,6509,5434
0500000US23019,72835,25685,14793,17545,7159,7653
0500000US23031,102330,32194,18988,26551,10224,14373
0500000US24001,30037,8102,6910,7940,2798,4287
0500000US24003,281026,128090,38410,70183,22098,22245
0500000US24005,402335,170882,67173,99468,28838,35974
0500000US24009,44355,18020,6679,11094,5103,3459
0500000US24013,87808,36287,13342,20729,9860,7590
0500000US24015,45275,15660,8428,10895,4276,6016
0500000US24017,76790,31201,13834,18978,6633,6144
0500000US24021,126794,58712,19726,30064,10956,7336
0500000US24025,127407,50762,19654,33811,11254,11926
0500000US24027,162514,98799,15848,34664,7794,5409
0500000US24031,530886,297930,83638,95188,31050,23080
0500000US24033,458339,172979,96869,109223,43884,35384
0500000US24037,55558,24545,8425,13754,5675,3159
0500000US24043,68500,23420,10164,18428,6128,10360
0500000US24045,47886,17586,10262,10275,4055,5708
0500000US24510,264193,101303,56183,65482,13735,27490
0500000US25001,100064,39618,19977,24332,10223,5914
0500000US25003,61207,22815,12335,14993,5121,5943
0500000US25005,260287,90844,45995,68259,22611,32578
0500000US25009,376300,149321,67432,94470,28618,36459
0500000US25011,36682,14261,5848,7754,2616,6203
0500000US25013,205210,68047,42657,51613,17113,25780
0500000US25015,82663,38377,15320,16679,5988,6299
0500000US25017,819903,428478,116049,168762,52674,53940
0500000US25021,347914,172300,49132,82643,23007,20832
0500000US25023,248961,95722,46031,62831,22624,21753
0500000US25025,385764,164424,84350,88909,18006,30075
0500000US25027,396201,157204,71556,94152,28610,44679
0500000US26005,48102,13227,8248,10890,4905,10832
0500000US26017,45709,12813,10281,11507,4112,6996
0500000US26021,66802,22209,12323,15707,5357,11206
0500000US26025,58247,15653,11912,13493,4129,13060
0500000US26037,36119,14774,5496,8844,3181,3824
0500000US26045,51555,17956,8224,13587,4340,7448
0500000US26049,158154,48026,31166,39648,12365,26949
0500000US26055,43832,13910,9856,10498,2927,6641
0500000US26065,128318,47117,29026,31229,6691,14255
0500000US26073,31533,9741,7043,8367,3028,3354
0500000US26075,64622,18264,12782,15245,5088,13243
0500000US26077,120299,47639,23985,27219,8106,13350
0500000US26081,296401,101679,53878,73243,19629,47972
0500000US26087,36968,10069,6519,8526,4113,7741
0500000US26091,41879,12957,8351,9587,3750,7234
0500000US26093,90350,33419,13838,24402,8447,10244
0500000US26099,395039,132392,70770,101761,31054,59062
0500000US26103,30237,9328,6573,6640,3919,3777
0500000US26111,37442,14979,6709,8599,2951,4204
0500000US26115,68176,18346,13763,15085,6556,14426
0500000US26121,69308,18972,15220,17085,4783,13248
0500000US26125,599088,279721,94306,144316,28218,52527
0500000US26139,130240,42086,22762,30716,11177,23499
0500000US26145,77992,23570,16114,20179,6642,11487
0500000US26147,68126,17505,13128,16907,7464,13122
0500000US26155,28460,7086,5709,7314,3435,4916
0500000US26159,30147,8875,6353,6347,4304,4268
0500000US26161,172625,87678,30766,34761,6764,12656
0500000US26163,679251,207892,145421,171095,45204,109639
0500000US27003,179363,63797,25776,46577,15301,27912
0500000US27013,35840,12233,6970,7966,2771,5900
0500000US27019,49897,20822,6935,12474,4865,4801
0500000US27037,219584,91554,33187,57866,13915,23062
0500000US27053,638677,305155,99894,147664,28982,56982
0500000US27109,79836,38153,12954,16233,5299,7197
0500000US27123,257980,109411,43436,60648,13776,30709
0500000US27137,93339,30294,19205,23780,10502,9558
0500000US27139,72982,30113,9882,19527,4796,8664
0500000US27141,47144,15567,6229,12880,5214,7254
0500000US27145,81528,27101,15258,19628,8040,11501
0500000US27163,129721,56836,19260,33654,7697,12274
0500000US27171,66535,24901,9815,14306,6836,10677
0500000US28033,80472,26951,10915,22211,7249,13146
0500000US28035,30918,9511,6039,8442,2831,4095
0500000US28047,80378,23866,18594,20478,9155,8285
0500000US28049,103397,35105,19989,28939,7286,12078
0500000US28059,58575,16986,10399,14175,9034,7981
0500000US28067,27954,8171,5889,5300,3366,5228
0500000US28075,31684,8622,6207,9187,4011,3657
0500000US28081,38882,10988,7737,9674,3321,7162
0500000US28089,46276,21697,6595,11132,3448,3404
0500000US28121,66305,29096,8928,15128,6926,6227
0500000US29019,86878,45045,12167,19670,4587,5409
0500000US29021,41152,10614,8807,10645,3196,7890
0500000US29031,36474,11706,6787,9838,3473,4670
0500000US29037,46584,14362,7957,11560,6568,6137
0500000US29043,36138,13224,7136,8683,3070,4025
0500000US29047,115262,43296,18852,30903,8197,14014
0500000US29051,36648,14504,6372,9157,3142,3473
0500000US29071,48318,12748,8066,10314,6481,10709
0500000US29077,135664,45880,25982,35775,10071,17956
0500000US29095,318083,114939,56577,84416,22291,39860
0500000US29097,54386,15565,9657,15736,4691,8737
0500000US29099,105901,29251,20608,28216,12664,15162
0500000US29165,49142,19911,8745,12385,2680,5421
0500000US29183,192884,78116,28605,52085,14612,19466
0500000US29187,25968,5637,5857,5486,2886,6102
0500000US29189,486928,205168,81065,128519,27611,44565
0500000US29510,141006,52845,33337,32823,7331,14670
