GEOID,TotalCivilianEmployedPopulation,ManagementBusinessScienceAndArts ,Service,SalesAndOffice,Natural resourcesConstructionAndMaintenance,ProductionTransportationAndMaterialMoving
0500000US06037,5037815,1967198,966972,1053462,384138,666045
0500000US06039,60238,15765,10927,9983,14518,9045
0500000US06041,130860,69951,19903,25465,7454,8087
0500000US06045,36941,11180,10142,8669,3951,2999
0500000US06047,112718,25789,20688,20482,24989,20770
0500000US06053,191694,59905,38530,33403,40540,19316
0500000US06055,69450,25478,15015,12756,6702,9499
0500000US06057,45016,18654,7582,8520,5925,4335
0500000US06059,1621719,713857,276823,349230,115678,166131
0500000US06061,190621,92262,31982,41001,10906,14470
0500000US06065,1074894,342353,218856,238076,117421,158188
0500000US06067,741741,285669,143571,168396,60278,83827
0500000US06071,953654,296297,169005,211482,95717,181153
0500000US06073,1624854,713004,315585,320440,120362,155463
0500000US06075,539057,324832,80965,91186,13685,28389
0500000US06077,326476,95527,59617,70505,45739,55088
0500000US06079,134530,53022,28276,28676,11511,13045
0500000US06081,421562,221234,68821,73834,25481,32192
0500000US06083,215213,81612,44891,35511,33312,19887
0500000US06085,1021426,575529,147666,156316,58218,83697
0500000US06087,140781,61215,24283,25403,18205,11675
0500000US06089,77273,30551,17628,14302,5459,9333
0500000US06095,215481,73764,40421,46741,25666,28889
0500000US06097,258846,107278,48861,52775,26687,23245
0500000US06099,236924,63324,42341,51073,37010,43176
0500000US06101,40641,10863,8258,8835,7785,4900
0500000US06103,25424,7710,4357,5559,2951,4847
0500000US06107,189088,51122,34239,34873,40954,27900
0500000US06111,418904,155905,78880,90621,50742,42756
0500000US06113,102328,45795,18083,19183,8265,11002
0500000US06115,29013,9210,6294,6200,4365,2944
0500000US08001,271029,88139,49915,54035,39338,39602
0500000US08005,359042,157596,60133,75597,27881,37835
0500000US08013,181272,100668,28301,29051,9378,13874
0500000US08014,41403,23947,6344,6541,2230,2341
0500000US08031,428227,223501,64892,76902,25523,37409
0500000US08035,192970,109012,24840,39277,7919,11922
0500000US08041,340893,153546,63168,67996,27787,28396
0500000US08059,321118,155052,48656,68798,23346,25266
0500000US08069,191401,91802,32997,35328,14949,16325
0500000US08077,76060,27834,17326,13560,8380,8960
0500000US08101,69791,23185,16592,15431,6265,8318
0500000US08123,166014,63089,22395,32891,20685,26954
0500000US09001,479796,226458,82478,99118,34320,37422
0500000US09003,459995,211148,80296,91792,26449,50310
0500000US09005,96654,41149,18454,17756,8840,10455
0500000US09007,86410,41307,15472,15728,5754,8149
0500000US09009,427382,181123,82066,80662,34035,49496
0500000US09011,135915,57145,31477,24914,8487,13892
0500000US09013,79831,37232,12900,14701,6793,8205
0500000US09015,57932,19845,11528,11991,5996,8572
0500000US10001,80350,24446,15337,19859,7383,13325
0500000US10003,284789,128408,47293,54888,23362,30838
0500000US10005,100922,35974,21198,22443,11185,10122
0500000US11001,387826,263041,50789,50763,10825,12408
0500000US12001,128361,61866,22233,29187,6670,8405
0500000US12005,83287,29802,14016,19738,9924,9807
0500000US12009,259299,103724,50794,53604,22417,28760
0500000US12011,1004830,363008,205903,248884,82369,104666
0500000US12015,63569,19933,13194,16344,8641,5457
0500000US12017,44646,14508,8946,8904,7083,5205
0500000US12019,103073,40410,16466,24650,10795,10752
0500000US12021,161368,47749,42074,33893,24293,13359
0500000US12023,27856,9924,7337,4958,2216,3421
0500000US12031,470587,173731,88344,112347,36812,59353
0500000US12033,141224,49369,30015,32261,12350,17229
0500000US12035,49542,15139,10546,12787,4720,6350
0500000US12053,73405,26202,16973,15471,6874,7885
0500000US12055,36416,10465,10103,7004,4203,4641
0500000US12057,735836,292398,125553,164897,67896,85092
0500000US12061,64578,21126,14986,15598,7448,5420
0500000US12069,154127,57325,36071,30954,14550,15227
0500000US12071,321744,106377,65529,80839,35502,33497
0500000US12073,149547,70031,29434,30249,8426,11407
0500000US12081,169946,64484,33562,39069,14030,18801
0500000US12083,136306,43103,28549,33285,13328,18041
0500000US12085,68610,27292,13046,15814,6181,6277
0500000US12086,1366451,469466,273463,325665,137070,160787
0500000US12087,38237,11890,11173,7875,5072,2227
0500000US12089,37379,13915,7565,7344,3913,4642
0500000US12091,93833,34658,19584,20287,8692,10612
0500000US12095,733137,275400,146344,175256,57567,78570
0500000US12097,180755,53675,40726,41871,19375,25108
0500000US12099,709866,272994,157505,152104,66183,61080
0500000US12101,238869,90777,39748,62151,26124,20069
0500000US12103,457776,193152,82982,112259,28419,40964
0500000US12105,312921,89880,66252,79275,32526,44988
0500000US12107,28541,6691,5288,6518,5612,4432
0500000US12109,121162,59145,18380,27584,7328,8725
0500000US12111,149585,51027,31044,35762,15996,15756
0500000US12113,78050,31319,11498,18290,8155,8788
0500000US12115,178123,60904,39896,45175,16857,15291
0500000US12117,243631,110987,35406,59933,16207,21098
0500000US12119,N,N,N,N,N,N
0500000US12127,242595,78933,53568,57435,26891,25768
0500000US12131,33005,10825,6304,10347,3412,2117
0500000US13013,39569,14924,5397,7344,4432,7472
0500000US13015,48713,14539,8479,10934,5676,9085
0500000US13021,65512,21293,12594,16393,5568,9664
0500000US13031,39175,11953,7130,7486,5338,7268
0500000US13045,56266,17399,8314,13176,5946,11431
0500000US13047,N,N,N,N,N,N
0500000US13051,138435,49812,28641,28240,10406,21336
0500000US13057,132272,57072,18799,29342,13511,13548
0500000US13059,62662,26509,13099,13307,2493,7254
0500000US13063,132137,33854,28328,28328,11141,30486
0500000US13067,405753,196101,55834,81710,29859,42249
0500000US13073,76929,36577,10129,16491,7231,6501
0500000US13077,73055,30549,10502,13693,6327,11984
0500000US13089,393493,182317,63470,79467,19227,49012
0500000US13095,34336,9768,7208,9326,2659,5375
0500000US13097,72393,28025,10662,16862,6101,10743
0500000US13113,52449,23122,8339,9975,3892,7121
0500000US13115,43328,12436,8765,7070,4559,10498
0500000US13117,127115,68799,15875,29001,5802,7638
0500000US13121,565395,324214,69237,108413,17193,46338
0500000US13127,40010,12971,10640,8616,3503,4280
0500000US13135,474393,188107,70178,103848,50820,61440
0500000US13139,94125,29498,13807,19302,12346,19172
0500000US13151,117500,41851,20734,26086,10281,18548
0500000US13153,74144,27398,12632,16661,6226,11227
0500000US13157,33213,13769,4551,5782,3709,5402
0500000US13185,52642,14081,11069,15045,5310,7137
0500000US13215,78408,24853,14083,19752,7059,12661
0500000US13217,51888,15177,5958,11605,6503,12645
0500000US13223,79424,28337,10730,17198,12058,11101
0500000US13245,83670,23566,21214,19240,6277,13373
0500000US13247,42358,12702,6516,9819,3227,10094
0500000US13255,N,N,N,N,N,N
0500000US13285,N,N,N,N,N,N
0500000US13295,30463,7662,4956,6899,4609,6337
0500000US13297,43384,15372,8148,7732,5072,7060
0500000US13313,48691,12551,7439,9098,4513,15090
0500000US15001,90710,31118,23838,17257,10699,7798
0500000US15003,459379,176050,98890,106535,38229,39675
0500000US15007,35876,10104,9841,8356,3349,4226
0500000US15009,85790,25469,24148,18220,8298,9655
0500000US16001,244950,111142,36195,56080,17527,24006
0500000US16005,40957,14937,7627,8352,4125,5916
0500000US16019,56743,19086,10928,14537,4624,7568
0500000US16027,107792,29144,17712,26659,15478,18799
0500000US16055,81399,26659,16198,20193,8251,10098
0500000US16083,39788,11720,7441,8680,5916,6031
0500000US17001,33001,11585,6057,6693,2180,6486
0500000US17019,101692,50408,17506,17093,4603,12082
0500000US17031,2595753,1133527,444532,508034,152514,357146
0500000US17037,55817,20476,11609,10695,4737,8300
0500000US17043,491068,234272,66296,105036,24993,60471
0500000US17089,274821,97611,46038,62315,22199,46658
0500000US17091,53029,14550,11208,9739,5982,11550
0500000US17093,70161,33914,11725,12335,5671,6516
0500000US17097,351331,154774,51788,77364,22307,45098
0500000US17099,51878,14124,9970,9383,6098,12303
0500000US17111,167019,65848,23274,39109,16860,21928
0500000US17113,83090,37553,15445,18646,3279,8167
0500000US17115,44586,14714,7575,10285,3793,8219
0500000US17119,130143,51355,22775,26096,11994,17923
0500000US17143,81174,33650,15094,15908,6623,9899
0500000US17161,66636,20675,12701,14101,5751,13408
0500000US17163,123406,47544,23956,25689,9277,16940
0500000US17167,90112,41963,15287,17753,6879,8230
0500000US17179,61315,23663,11653,12678,5383,7938
0500000US17183,30492,8404,6506,5626,2460,7496
0500000US17197,353050,135565,56406,73772,31823,55484
0500000US17199,30809,11237,7133,6176,2826,3437
0500000US17201,133731,43457,24033,24818,10845,30578
0500000US18003,190492,69076,28597,40418,13928,38473
0500000US18005,41882,18119,5336,7052,2012,9363
0500000US18011,34597,17588,3523,6092,2011,5383
0500000US18019,59052,19232,10618,13058,5870,10274
0500000US18035,51668,18361,8699,11926,4780,7902
0500000US18039,99878,26351,14749,22993,8753,27032
0500000US18043,39279,14872,5349,10140,3284,5634
0500000US18053,29992,10202,4645,5945,1957,7243
0500000US18057,180528,104375,21044,36581,6268,12260
0500000US18059,39021,17899,5935,7002,3733,4452
0500000US18063,91090,35311,14096,21560,7083,13040
0500000US18067,37008,9413,6269,5685,3120,12521
0500000US18081,83474,33363,13415,19991,5673,11032
0500000US18085,39417,14060,4411,6575,3038,11333
0500000US18089,225008,71635,42414,48260,22042,40657
0500000US18091,50522,14002,10107,12232,5531,8650
0500000US18095,58522,17671,11958,12055,5143,11695
0500000US18097,474339,176244,79902,99559,35578,83056
0500000US18105,74681,33335,13650,13303,4550,9843
0500000US18109,34834,9437,5088,7881,5548,6880
0500000US18127,80286,28376,12939,13857,11989,13125
0500000US18141,128512,48951,23380,25928,7870,22383
0500000US18157,99284,39666,18305,18886,5545,16882
0500000US18163,89863,30687,20428,17583,6741,14424
0500000US18167,47903,14866,9509,9078,3305,11145
0500000US18177,31770,9531,5170,6915,3157,6997
0500000US19013,68573,23780,12055,13579,5010,14149
0500000US19049,52757,31851,5196,8727,3649,3334
0500000US19061,52342,20567,9521,9082,4483,8689
0500000US19103,84995,43380,15285,12064,4370,9896
0500000US19113,120018,45994,17748,26280,10514,19482
0500000US19153,259751,111371,37804,57334,17993,35249
0500000US19155,46586,16744,8170,9234,5068,7370
0500000US19163,85653,32536,13954,17613,6953,14597
0500000US19169,50917,24062,8198,9595,4482,4580
0500000US19193,53362,16198,9872,11667,5472,10153
0500000US20015,29272,10983,4328,6286,2796,4879
0500000US20045,70700,30697,11386,13864,4572,10181
0500000US20091,332024,178525,46003,67054,16181,24261
0500000US20103,36567,15620,5113,6793,2650,6391
0500000US20161,36546,15004,6723,9326,2312,3181
0500000US20173,253334,93242,40704,52713,30281,36394
0500000US20177,89706,33959,14311,20574,7640,13222
0500000US20209,76582,21414,14227,12709,9839,18393
0500000US21015,72238,26819,10497,16173,4266,14483
0500000US21029,42579,12479,4975,10230,4831,10064
0500000US21037,48359,22839,6732,8773,3373,6642
0500000US21047,20656,6966,4778,3263,2042,3607
0500000US21059,45181,15235,6955,9702,3887,9402
0500000US21067,166533,74408,30349,33677,10473,17626
0500000US21093,47275,17105,8309,9723,4350,7788
0500000US21111,382639,156168,61208,76266,22662,66335
0500000US21117,88918,37403,13031,19319,5860,13305
0500000US21145,28512,10012,4391,6891,2438,4780
0500000US21151,42771,16116,7968,9270,2836,6581
0500000US21185,30398,15322,3770,6343,1890,3073
0500000US21227,68799,25490,11299,13596,4896,13518
0500000US22005,62410,25215,7396,13666,6189,9944
0500000US22015,54547,17808,12183,13598,5268,5690
0500000US22017,96323,33466,22339,20210,8015,12293
0500000US22019,83670,26990,16057,17296,11045,12282
0500000US22033,214326,84152,38508,47908,19327,24431
0500000US22045,29496,9910,5193,5428,3797,5168
0500000US22051,215638,74158,47456,46193,25051,22780
0500000US22055,120189,49915,20544,26878,9226,13626
0500000US22057,41812,13504,8567,8012,5801,5928
0500000US22063,63551,22689,9884,13441,9292,8245
0500000US22071,188427,86399,40289,34976,11546,15217
0500000US22073,64464,23117,14938,12386,5397,8626
0500000US22079,56301,18169,15159,10396,6945,5632
0500000US22097,31413,7336,5792,7056,4532,6697
0500000US22103,116689,48829,20892,26900,11385,8683
0500000US22105,58617,21718,12033,11416,4884,8566
0500000US22109,49048,13060,11257,10084,4993,9654
0500000US23001,56964,21495,9832,13195,5630,6812
0500000US23003,28304,9139,5286,5777,3614,4488
0500000US23005,165142,83482,23675,33976,10478,13531
0500000US23011,62956,26815,9136,13393,5994,7618
0500000US23019,75163,28815,15264,15092,8617,7375
0500000US23031,109268,41084,20584,20909,12025,14666
0500000US24001,26273,8309,6063,6437,1626,3838
0500000US24003,294904,150524,45259,54572,21308,23241
0500000US24005,427632,196315,72617,87038,25300,46362
0500000US24009,47455,21213,8811,7908,6576,2947
0500000US24013,88039,45542,10974,16543,8225,6755
0500000US24015,51468,21088,8338,10554,5194,6294
0500000US24017,84381,36965,12853,15644,9903,9016
0500000US24021,141025,67628,23717,24927,13034,11719
0500000US24025,133372,63095,21593,27835,9796,11053
0500000US24027,169128,109985,21091,26317,3067,8668
0500000US24031,564801,322868,90813,82973,36070,32077
0500000US24033,481645,193983,98994,86209,54001,48458
0500000US24037,56054,25060,10510,8549,6127,5808
0500000US24043,69495,23032,13170,15159,7072,11062
0500000US24045,48969,17113,10039,9372,5157,7288
0500000US24510,280352,132190,51914,50057,13820,32371
0500000US25001,108192,43446,20402,25164,11224,7956
0500000US25003,64358,26818,13097,12117,5256,7070
0500000US25005,287269,111294,51571,56544,28834,39026
0500000US25009,418763,184044,76640,84903,26754,46422
0500000US25011,36241,15148,6370,6487,3422,4814
0500000US25013,226043,84224,49344,41761,14570,36144
0500000US25015,83845,42529,14071,14201,5882,7162
0500000US25017,905724,528650,120654,147348,49775,59297
0500000US25021,387426,219896,53815,68517,21458,23740
0500000US25023,271697,110562,47631,58541,26702,28261
0500000US25025,465571,232922,95437,83463,20243,33506
0500000US25027,431073,184870,78433,81735,33310,52725
0500000US26005,56551,16748,8979,11249,6873,12702
0500000US26017,48131,14925,8147,11386,5248,8425
0500000US26021,69777,23954,12794,13537,7420,12072
0500000US26025,62429,18652,12862,11290,5424,14201
0500000US26037,39975,16473,5631,8278,3216,6377
0500000US26045,54930,21066,8950,11544,3686,9684
0500000US26049,173534,56701,32967,35030,15032,33804
0500000US26055,48556,18585,8447,11442,3902,6180
0500000US26065,151966,63478,28314,32682,8403,19089
0500000US26073,34069,10435,8420,7294,2770,5150
0500000US26075,68972,23011,12360,13272,7060,13269
0500000US26077,135583,54051,26300,28018,9879,17335
0500000US26081,345415,127357,57161,70023,26662,64212
0500000US26087,41069,15243,6609,6463,5405,7349
0500000US26091,43989,13390,9319,7194,4671,9415
0500000US26093,97776,43204,14422,20423,9936,9791
0500000US26099,437770,157149,73940,93384,35484,77813
0500000US26103,31453,10883,5876,7749,2677,4268
0500000US26111,38153,17548,5137,7588,3652,4228
0500000US26115,70166,23148,10885,12327,8206,15600
0500000US26121,76075,22266,15013,13578,5515,19703
0500000US26125,656765,337785,93684,130744,33189,61363
0500000US26139,154414,57112,23334,30969,13217,29782
0500000US26145,84299,28365,19453,16728,5388,14365
0500000US26147,72830,24267,12664,13422,7606,14871
0500000US26155,30871,8677,6997,6541,3213,5443
0500000US26159,35292,10508,7013,6776,5029,5966
0500000US26161,193750,109950,27511,30139,7840,18310
0500000US26163,777705,265705,151527,151868,49647,158958
0500000US27003,196729,76064,31274,40005,16915,32471
0500000US27013,38235,12812,7627,7963,3618,6215
0500000US27019,57582,28363,6816,11381,4102,6920
0500000US27035,31569,11560,6079,6251,2956,4723
0500000US27037,235921,105053,34742,51031,14980,30115
0500000US27053,709821,370422,100319,141539,28113,69428
0500000US27109,86582,45199,13695,13613,5110,8965
0500000US27123,285045,127275,49422,55456,15654,37238
0500000US27131,34693,13024,5460,7266,3847,5096
0500000US27137,100168,36485,20976,17075,11293,14339
0500000US27139,85697,39724,14082,15481,5620,10790
0500000US27141,52930,18480,8439,9804,6288,9919
0500000US27145,86824,30767,13956,17851,8403,15847
0500000US27163,140433,67081,20220,28396,9647,15089
0500000US27171,76090,33158,10161,14898,8327,9546
0500000US28033,92703,35146,11056,21487,6579,18435
0500000US28035,34069,11795,6988,7795,2861,4630
0500000US28047,85741,29268,18010,19583,8364,10516
0500000US28049,102825,33486,25801,18713,7115,17710
0500000US28059,62016,21242,12117,12304,8109,8244
0500000US28067,N,N,N,N,N,N
0500000US28075,30349,11026,7301,4972,2612,4438
0500000US28081,38627,12222,5594,9057,2864,8890
0500000US28089,53484,26996,7529,8910,2459,7590
0500000US28121,74220,29522,10375,17262,9622,7439
0500000US29019,97478,42376,18714,21632,6400,8356
0500000US29021,39670,11549,5821,8150,3743,10407
0500000US29031,40728,15509,6871,9541,2966,5841
0500000US29037,52876,20619,6967,11273,5287,8730
0500000US29043,43309,16053,8807,10100,3871,4478
0500000US29047,131638,48606,20374,30125,9748,22785
0500000US29051,35310,14709,7325,6708,2706,3862
0500000US29071,49148,15054,7482,9530,7197,9885
0500000US29077,137585,48248,27237,31724,11056,19320
0500000US29095,360710,137808,64354,76161,30064,52323
0500000US29097,53460,16629,10681,11631,3805,10714
0500000US29099,114144,40245,17179,25026,14981,16713
0500000US29165,55488,25415,8021,11197,3342,7513
0500000US29183,213586,95504,30850,48025,17580,21627
0500000US29187,26748,8191,5786,4883,3124,4764
0500000US29189,501864,242073,72336,106000,30153,51302
0500000US29510,155959,71728,29892,27690,7871,18778
0500000US30013,36538,11907,8383,8624,3706,3918
0500000US30029,50886,20970,8867,10822,5633,4594
0500000US30031,66453,30141,11343,11824,7173,5972
0500000US30049,35086,16474,5154,6702,1946,4810
0500000US30063,65342,28062,12257,12212,5232,7579
0500000US30111,83435,32707,15388,17980,8850,8510
0500000US31055,300759,134115,44043,61906,25828,34867
0500000US31109,174872,74350,31229,35301,14972,19020
0500000US31153,96738,42730,14317,21287,8011,10393
0500000US32003,1088640,326503,306570,235132,92808,127627
0500000US32031,241666,81336,43798,55119,22585,38828
0500000US33005,38911,15764,6483,7670,3851,5143
0500000US33009,46689,20003,8809,8508,2946,6423
0500000US33011,231821,101028,34531,47829,19589,28844
0500000US33013,81008,33961,11580,16546,8025,10896
0500000US33015,175623,79746,25134,35014,15512,20217
0500000US33017,70435,29848,10949,13147,5680,10811
0500000US34001,128756,43223,34641,26252,12480,12160
0500000US34003,489722,255472,63660,103756,25023,41811
0500000US34005,222953,102148,33493,47493,15476,24343
0500000US34007,252039,104572,40008,54992,20757,31710
0500000US34009,42389,15763,10035,8416,5606,2569
0500000US34011,60564,16621,14667,11747,5693,11836
0500000US34013,389652,148905,76831,80686,30123,53107
0500000US34015,154166,66809,19342,36701,13382,17932
0500000US34017,365487,165084,65836,62671,25527,46369
0500000US34019,67524,36018,9465,13056,5216,3769
0500000US34021,176443,85758,31304,30464,10815,18102
0500000US34023,420530,202264,48755,81790,26728,60993
0500000US34025,325993,162547,47955,67142,24548,23801
0500000US34027,261264,140641,33399,54490,13383,19351
0500000US34029,265895,108633,48336,62498,22224,24204
0500000US34031,252644,87481,41799,51786,23765,47813
0500000US34033,30044,9880,5463,6454,3239,5008
0500000US34035,175521,98982,21699,30990,9564,14286
0500000US34037,76174,34072,12123,15147,6830,8002
0500000US34039,284667,110988,47577,60473,22493,43136
0500000US34041,54272,22208,9208,11826,5253,5777
0500000US35001,328045,141845,62491,67764,25961,29984
0500000US35005,27434,8184,7536,5074,3213,3427
0500000US35013,89732,31271,19352,19146,9501,10462
0500000US35025,29387,8242,3717,5028,6075,6325
0500000US35031,22926,6279,5464,6002,2291,2890
0500000US35035,21032,5224,6027,4547,3043,2191
0500000US35043,68757,28758,11150,18141,4958,5750
0500000US35045,46994,12286,10813,9423,7658,6814
0500000US35049,71465,31146,15776,12808,6444,5291
0500000US35061,N,N,N,N,N,N
0500000US36001,161176,79479,26594,33327,9972,11804
0500000US36005,597281,147667,210787,118909,41362,78556
0500000US36007,83927,31808,17726,17415,5871,11107
0500000US36009,33941,12079,5887,5865,4251,5859
0500000US36011,36929,12069,8451,7295,3870,5244
0500000US36013,55381,18674,11402,10958,5338,9009
0500000US36015,37294,13515,7260,7873,3251,5395
0500000US36019,35382,12335,7914,6940,3474,4719
0500000US36027,149344,62508,27942,31944,13965,12985
0500000US36029,459590,192323,82699,97653,31606,55309
0500000US36045,38093,12624,8593,8687,3815,4374
0500000US36047,1241187,560039,272176,226789,77603,104580
0500000US36051,31478,11981,6314,5516,3746,3921
0500000US36053,34541,11348,8497,7459,4141,3096
0500000US36055,371882,173127,65331,73614,19030,40780
0500000US36059,697994,332016,117415,146569,49893,52101
0500000US36061,926498,573673,137065,160219,19275,36266
0500000US36063,100792,35959,17495,22267,9687,15384
0500000US36065,102625,38930,21499,22407,7128,12661
0500000US36067,225435,95928,39253,52734,14693,22827
0500000US36069,56557,25413,8443,13023,3733,5945
0500000US36071,181758,71663,35855,37317,15628,21295
0500000US36075,55881,16641,9972,13394,5565,10309
0500000US36079,52900,23313,10479,10076,6208,2824
0500000US36081,1133705,408114,284364,221399,94440,125388
0500000US36083,82091,38477,10678,15499,8089,9348
0500000US36085,227121,96441,47456,44160,21061,18003
0500000US36087,149595,70791,28395,27926,9482,13001
0500000US36089,44202,16872,8878,8263,4402,5787
0500000US36091,121942,60604,17003,25374,9141,9820
0500000US36093,74466,31051,13880,17182,4437,7916
0500000US36101,43536,15835,7825,7223,5828,6825
0500000US36103,774500,328837,135791,166311,68106,75455
0500000US36105,35729,11986,9463,5205,3580,5495
0500000US36109,50419,28549,9148,7645,2786,2291
0500000US36111,88593,33892,20926,17396,7995,8384
0500000US36113,31699,13757,5240,6810,2399,3493
0500000US36117,46313,15280,9617,9695,4553,7168
0500000US36119,485843,247558,82193,92160,28739,35193
0500000US37001,83546,28667,15006,18803,8717,12353
0500000US37019,59107,20650,11270,14756,6726,5705
0500000US37021,129187,54245,25572,24991,12468,11911
0500000US37023,40134,12800,7631,5967,4815,8921
0500000US37025,111345,45547,20458,21863,10526,12951
0500000US37027,38911,11290,5730,7840,3468,10583
0500000US37031,32170,11707,5473,7100,2748,5142
0500000US37035,78360,27371,11649,15137,5821,18382
0500000US37037,34096,14949,4110,6810,4383,3844
0500000US37045,40293,11863,7172,6790,3929,10539
0500000US37049,41496,13393,9441,8659,3955,6048
0500000US37051,130444,39803,28329,28733,13064,20515
0500000US37057,74673,22419,11176,14809,9464,16805
0500000US37063,165940,89156,23344,29012,12566,11862
0500000US37067,177326,70347,30445,38266,15285,22983
0500000US37069,33272,10112,6526,7510,4337,4787
0500000US37071,106380,34285,19152,22436,11769,18738
0500000US37081,255934,99129,39950,55188,18690,42977
0500000US37085,53320,19050,8383,10627,6803,8457
0500000US37089,55279,19361,10546,10670,6147,8555
0500000US37097,92550,34364,12055,21441,8666,16024
0500000US37101,101502,33036,16858,23405,13912,14291
0500000US37109,42843,16379,5376,8393,3485,9210
0500000US37119,607305,273753,93630,133646,43076,63200
0500000US37125,41846,16280,9284,6373,4454,5455
0500000US37127,41515,13239,6343,7958,4116,9859
0500000US37129,118704,53205,22273,23618,8804,10804
0500000US37133,68223,22608,14722,12944,10916,7033
0500000US37135,74346,44387,12309,9697,3173,4780
0500000US37147,86219,32781,20690,17897,4746,10105
0500000US37151,62678,17266,10204,12887,5523,16798
0500000US37155,47513,13079,10125,7810,7403,9096
0500000US37157,40538,8959,8445,9157,4810,9167
0500000US37159,65063,21406,11227,10411,10524,11495
0500000US37161,26303,7331,4651,4598,3708,6015
0500000US37171,33336,11198,5999,6714,4235,5190
0500000US37179,119702,52529,15354,26329,10664,14826
0500000US37183,589553,318621,78488,111360,35712,45372
0500000US37191,48552,13735,9346,10380,5571,9520
0500000US37193,29783,7674,5423,5675,2819,8192
0500000US37195,35650,12438,6280,7639,2896,6397
0500000US38015,49384,20668,10234,8721,4099,5662
0500000US38017,109073,45475,15358,23799,10459,13982
0500000US38035,38053,14499,7826,7951,3518,4259
0500000US38101,36473,13565,6375,7588,4245,4700
0500000US39003,47165,12590,10093,9313,4286,10883
0500000US39007,43253,11609,10447,7327,4531,9339
0500000US39009,28943,11868,6721,5184,2259,2911
0500000US39013,29703,9182,5908,6375,3480,4758
0500000US39017,184893,69375,33882,37056,12659,31921
0500000US39023,60900,17078,12775,12244,5247,13556
0500000US39025,105011,41181,17402,23894,8093,14441
0500000US39029,45657,14296,8852,7959,5143,9407
0500000US39035,599438,243124,107112,137394,32216,79592
0500000US39041,107971,59054,12109,23643,4527,8638
0500000US39043,36433,10602,8194,7893,2582,7162
0500000US39045,81377,33355,14160,16950,5913,10999
0500000US39049,710813,322285,110896,148494,37831,91307
0500000US39055,47058,19172,6045,9792,6945,5104
0500000US39057,80903,38378,14913,14934,3574,9104
0500000US39061,416586,189983,69699,84819,21131,50954
0500000US39063,38579,13822,6414,6386,3350,8607
0500000US39081,27383,8328,5098,5750,3599,4608
0500000US39085,117813,43680,18329,27893,7903,20008
0500000US39089,88848,32699,16763,16514,9297,13575
0500000US39093,144045,53299,27104,28579,12536,22527
0500000US39095,197998,67774,35600,41838,14583,38203
