GEOID,TotalCivilianEmployedPopulation,ManagementBusinessScienceAndArts ,Service,SalesAndOffice,Natural resourcesConstructionAndMaintenance,ProductionTransportationAndMaterialMoving
0500000US06025,61830,63.4,1.8,3.7,24.3,6.8
0500000US06029,348493,71.5,2.2,4.2,15.5,6.5
0500000US06031,52644,59.7,1.8,6.2,25.3,7.1
0500000US06033,25891,54.8,4.2,5.4,22.7,13
0500000US06037,5001369,68.6,4.2,6.3,11.2,9.7
0500000US06039,59187,69.1,0.9,5.8,18.1,6.1
0500000US06041,134656,56.9,7,9.9,10.3,15.8
0500000US06045,39072,54.5,3.9,10.2,12.6,18.8
0500000US06047,111737,73,1.6,4.8,14.6,6
0500000US06053,190707,70.3,2.7,4.5,15,7.5
0500000US06055,68939,68,4.3,8.3,11,8.4
0500000US06057,44505,48.5,6.7,9.3,14.5,20.9
0500000US06059,1613730,71.6,4.3,5.6,10.1,8.3
0500000US06061,180107,64,4.2,7,16.2,8.6
0500000US06065,1069565,70.9,3.1,5.1,13.6,7.3
0500000US06067,723076,62.2,2.3,7.5,20.6,7.5
0500000US06071,946515,69.9,2.6,5.6,15.3,6.6
0500000US06073,1606430,68.2,3.9,6.7,13.2,8
0500000US06075,536653,69.7,4,7.5,11,7.9
0500000US06077,326352,74.3,1.8,5.4,13.1,5.4
0500000US06079,128406,63.4,4.9,4.9,18.1,8.7
0500000US06081,418073,71.8,3.5,7.4,10.1,7.2
0500000US06083,210598,62.8,4.2,8.2,16.1,8.7
0500000US06085,1014217,75.5,2.5,6.7,9.2,6.1
0500000US06087,135393,62.1,3.6,9.1,14.9,10.4
0500000US06089,69649,60,3.2,9,19.1,8.9
0500000US06095,216357,64,1.5,7.6,19.8,7.2
0500000US06097,259984,63.2,4,8.2,13.3,11.4
0500000US06099,229483,71.2,2.8,4.7,14.3,7
0500000US06101,40133,66.8,2,4.3,16.9,10.1
0500000US06107,182312,66.7,4.2,4.8,15.8,8.4
0500000US06111,419074,70,3.2,5.5,12.3,8.9
0500000US06113,98657,55.2,3,6.8,26.4,8.6
0500000US06115,30058,69.8,0.8,5.9,13.9,9.6
0500000US08001,274062,75.2,2.9,6.1,11.7,4.1
0500000US08005,353686,71.9,4.4,6.9,11.2,5.6
0500000US08013,178279,64.4,6,9.8,13.1,6.7
0500000US08014,39905,73,4.5,7.9,10.8,3.9
0500000US08031,418381,68.5,5.2,9.9,11.1,5.4
0500000US08035,188254,70.2,6.5,6.2,11.7,5.4
0500000US08041,338552,65.6,4.7,9.4,14.8,5.5
0500000US08059,323307,67.9,5,8,13.8,5.3
0500000US08069,186123,64.2,5.9,7.5,15.7,6.8
0500000US08077,69660,64,4.3,9.7,13.1,8.8
0500000US08101,70473,65.2,3.3,8.5,18.8,4.2
0500000US08123,159677,70.4,4.2,7.5,11.7,6.1
0500000US09001,480867,69.3,4.9,8.4,10,7.4
0500000US09003,454221,70.5,3.2,8.5,12.7,5.2
0500000US09005,96288,67,3.3,8.1,11.9,9.8
0500000US09007,89692,65.2,3.4,11.6,13.6,6.2
0500000US09009,432459,66.3,3.5,12.7,11.9,5.5
0500000US09011,132998,68.2,2.2,9.3,14.4,5.9
0500000US09013,76834,66.1,2.5,9.1,18.1,4.1
0500000US09015,59192,68.3,2.5,9.8,14,5.4
0500000US10001,80288,64.6,4.3,6.4,21.5,3.3
0500000US10003,276075,69.1,3.6,9.4,13.6,4.3
0500000US10005,102071,66.2,6.2,6.8,14.3,6.5
0500000US11001,380983,49.8,3.2,19.1,23,4.9
0500000US12001,130938,58.1,4.4,9.7,23,4.7
0500000US12005,83452,69.4,3.5,5.4,17.2,4.4
0500000US12009,257032,69.5,5.3,7.8,12.3,5.2
0500000US12011,973193,71,7.1,5.1,10.6,6.2
0500000US12015,63398,67.1,6,5.2,11.8,9.9
0500000US12017,45854,77.3,4.9,4.9,8.6,4.2
0500000US12019,97919,69.4,3.6,8.2,14.5,4.3
0500000US12021,160980,69,10,4.5,7.9,8.7
0500000US12023,26780,59.2,4.6,7.1,23.7,5.4
0500000US12031,462060,72.6,4,8.6,10.9,3.9
0500000US12033,137165,65.8,3.3,11.2,13.8,5.9
0500000US12035,45417,68.9,6.1,9,10.4,5.6
0500000US12053,69605,72.3,4,5,12.7,6
0500000US12055,34619,68.4,6.9,8.3,8.7,7.8
0500000US12057,701413,72.3,5.3,6.5,11.1,4.8
0500000US12061,60542,67.4,7.2,5.4,12.5,7.4
0500000US12069,143797,69.4,6.6,9,9.7,5.3
0500000US12071,322460,70.7,6.2,6.1,11.5,5.4
0500000US12073,148658,56.6,2.8,7.5,28.1,4.9
0500000US12081,171037,69.5,7.2,8.1,9.6,5.7
0500000US12083,126611,69.7,5.1,5.5,12.6,7.1
0500000US12085,62493,69.1,6.8,7.3,9.5,7.3
0500000US12086,1373136,72,6.4,5.3,8.7,7.6
0500000US12087,39288,59.3,9.9,6.2,16.5,8.1
0500000US12089,39986,65,5.2,7,14.5,8.3
0500000US12091,89841,63.3,4.2,4.7,20.6,7.2
0500000US12095,702972,74.6,4.2,7,9.5,4.8
0500000US12097,175204,74.6,3.3,6.3,11.7,4.1
0500000US12099,692533,69.8,8.6,4.9,9.7,6.9
0500000US12101,223564,71.1,5.1,6,11.7,6.2
0500000US12103,463736,70,5.8,8,10.1,6.1
0500000US12105,303647,76.8,3.4,5.7,9.2,4.9
0500000US12107,25314,66.5,5.1,9.2,14.4,4.7
0500000US12109,116692,66,6.4,7.2,12.4,8
0500000US12111,134834,66.8,6.2,8.1,11.5,7.3
0500000US12113,78778,61.4,5.7,9.6,19.3,4
0500000US12115,178458,70.4,7.5,5.3,8.5,8.3
0500000US12117,244741,70.7,6.6,7.6,9.9,5.1
0500000US12119,29430,70,4.1,11.2,6.7,8
0500000US12127,235204,72.2,5.9,6.3,9.3,6.2
0500000US12131,32819,66.4,10,3,11.9,8.7
0500000US13013,39237,73.9,4.8,4.2,11.1,6.1
0500000US13015,49863,68.9,3.3,7.1,13.6,7.2
0500000US13021,63939,69.6,4.5,6.8,16.4,2.7
0500000US13031,N,N,N,N,N,N
0500000US13045,52953,77.3,4.5,3.7,10.7,3.7
0500000US13047,N,N,N,N,N,N
0500000US13051,142556,71.1,4,6.7,13.9,4.2
0500000US13057,131408,72.3,5.3,4.4,10.7,7.3
0500000US13059,60000,60.1,2.7,4.8,26.9,5.6
0500000US13063,135587,74.6,3.1,4.1,14.2,3.9
0500000US13067,408750,73.3,4.7,6,9.9,6
0500000US13073,70815,65.7,2.5,6.4,20.7,4.7
0500000US13077,71614,74.8,3.9,4.5,12.6,4.2
0500000US13089,395842,69.1,5.5,9,12.2,4.3
0500000US13095,36258,65.4,2.8,7.9,20.3,3.6
0500000US13097,70690,75.5,3.2,5.3,10.5,5.4
0500000US13113,53867,66.7,6.3,5.9,15.6,5.4
0500000US13115,38960,70.5,3.7,6.7,12.4,6.7
0500000US13117,121033,73.9,5.1,5.2,8.8,7
0500000US13121,544695,72.7,5.3,6.2,10.2,5.6
0500000US13127,40064,66.6,4,6.4,15.2,7.8
0500000US13135,472029,74.1,4.8,5.1,10.3,5.6
0500000US13139,96289,73.1,4.5,5.2,10.3,6.9
0500000US13151,117984,66.4,3.8,4.7,18.5,6.5
0500000US13153,73425,55.9,4,4.3,30.6,5.2
0500000US13157,35321,67.9,6.7,6.6,13,5.8
0500000US13185,47012,70.5,2.6,8.6,14.1,4.1
0500000US13215,75494,71.7,2.5,5.2,15.9,4.8
0500000US13217,48689,70,3.5,4.7,14.7,7.2
0500000US13223,82465,72.3,4.9,3.1,14.7,5.1
0500000US13245,86643,68.8,1.4,6.9,20.7,2.2
0500000US13247,40904,67.4,7.9,4.5,16.8,3.3
0500000US13255,N,N,N,N,N,N
0500000US13285,30520,79.3,1.3,4.6,11.3,3.5
0500000US13295,30105,68.9,2.5,6.1,14.4,8.1
0500000US13297,43891,66.6,5.4,4.7,16.4,6.9
0500000US13313,48487,84.6,1.4,4.3,6.6,3.1
0500000US15001,90541,58.8,5.8,6.5,16.4,12.5
0500000US15003,472885,61.1,3.3,8,22.1,5.5
0500000US15007,36467,66.5,4.7,4.8,12.1,12
0500000US15009,84943,60.8,7.6,9.9,13.8,8
0500000US16001,234955,66.3,4.7,9.5,12.4,7.1
0500000US16005,38962,63.4,4.1,8.4,18.6,5.5
0500000US16019,49000,66.9,4.8,4.1,18.7,5.5
0500000US16027,99434,69.9,4.6,7.6,10,7.9
0500000US16055,75961,70.6,3,7.9,11.1,7.4
0500000US16083,40231,73.3,4.1,6.6,10.7,5.3
0500000US17001,33898,64.6,3.7,15.4,10.9,5.6
0500000US17019,102318,54.6,2.7,9.4,27.4,5.8
0500000US17031,2585305,70.3,4.1,9.9,11,4.8
0500000US17037,53131,68.6,1.9,7.1,16.8,5.6
0500000US17043,498676,73.2,5.5,8,9.1,4.1
0500000US17089,275153,76.3,3.8,5.4,10.2,4.3
0500000US17091,50175,72,2.1,9.1,12.6,4.2
0500000US17093,62503,72.9,2.8,5.5,15.3,3.5
0500000US17097,351948,74.1,4.9,6.7,9.4,4.9
0500000US17099,53194,71.6,2.7,8.1,12.1,5.5
0500000US17111,166067,74.1,4.6,5.9,10.7,4.6
0500000US17113,86902,70,1.3,12,14.5,2.3
0500000US17115,48087,72.9,1.8,10.1,11.3,3.8
0500000US17119,129815,74.1,2.3,7.4,11.8,4.3
0500000US17143,82041,74.3,1.2,11.5,7.5,5.5
0500000US17161,68343,73.7,2.4,9,12.1,2.7
0500000US17163,122021,69.8,2.2,10.5,14.3,3.3
0500000US17167,96234,59.5,3.6,11.6,21.1,4.2
0500000US17179,60423,71.9,2.2,9.2,12.8,4
0500000US17183,30380,68.4,4,6.8,14,6.9
0500000US17197,360561,75.6,4,6.1,11.3,3
0500000US17199,30328,64.2,3.1,6.5,20.9,5.1
0500000US17201,135900,76.6,3.6,7.3,8.2,4.3
0500000US18003,185932,74.5,2.9,11,7.3,4.3
0500000US18005,39897,76,2.2,10.7,6.3,4.8
0500000US18011,34911,69.9,3,11.9,10.3,5
0500000US18019,61628,75.8,2.3,6.9,9.9,5
0500000US18035,54230,68.1,3,10.3,14.8,3.8
0500000US18039,100368,74.8,3.6,8.9,7.2,5.6
0500000US18043,40049,76.5,2.4,6.9,10.3,3.8
0500000US18053,29113,66.1,1.2,12.8,13.7,6.1
0500000US18057,176794,73.5,4.2,9.6,8.5,4.2
0500000US18059,38298,74.3,1.6,7.4,11.5,5.3
0500000US18063,89350,71.4,2.2,9.2,12.3,4.9
0500000US18067,37974,74.3,2.5,8.7,9.9,4.6
0500000US18081,81632,70,4.2,10.3,10.4,5.2
0500000US18085,42010,79.2,3.5,6.3,7.5,3.5
0500000US18089,222504,78,2.5,7.4,9.1,3
0500000US18091,47592,73.7,2.2,7.5,10.6,6
0500000US18095,57600,73.4,1.8,8.7,11.2,4.8
0500000US18097,466254,74.7,2.5,8.7,9.7,4.4
0500000US18105,73938,55.1,3.3,9.9,27.5,4.3
0500000US18109,33599,70.5,2.8,10,11.8,4.9
0500000US18127,82681,75,2.9,7,10.9,4.2
0500000US18141,136975,70.9,2.6,13.7,8.7,4.1
0500000US18157,95314,69.2,2,10,15.3,3.5
0500000US18163,87497,74.9,3.1,10,8.5,3.5
0500000US18167,50809,66.2,2.8,13.2,13,4.8
0500000US18177,29336,73.5,1.1,11.7,10.1,3.7
0500000US19013,69021,71.9,2.3,9.7,11.3,4.7
0500000US19049,49871,73.2,4,7,13.4,2.3
0500000US19061,49454,69.8,2,11.6,11.1,5.5
0500000US19103,84295,55.6,3.4,11.5,26.4,3.2
0500000US19113,120071,73.6,2.5,8.5,10.1,5.3
0500000US19153,262065,72.7,3,8.6,11.3,4.4
0500000US19155,45910,73.9,2.3,6.9,12.9,4
0500000US19163,87735,71.4,3.2,8.9,12.7,3.8
0500000US19169,51985,55.1,2.8,6.2,30.4,5.5
0500000US19193,50829,75.2,2.9,9.1,9.3,3.5
0500000US20015,30877,66.9,2,9.3,16.7,5
0500000US20045,68816,60.2,3.6,9.9,22.7,3.6
0500000US20091,326916,71.5,4.3,8.3,10.3,5.6
0500000US20103,35062,67.2,2.9,4.9,21.8,3.2
0500000US20161,36755,49,1.9,6.8,36.3,6.1
0500000US20173,249173,72.1,2.6,7.2,13.1,5
0500000US20177,83296,62.5,1.9,11.4,19.6,4.6
0500000US20209,75651,75.3,1.8,6.8,11.2,4.9
0500000US21015,71284,76.4,3.7,7.8,8.5,3.5
0500000US21029,40622,79.6,2.6,3.2,12.2,2.4
0500000US21037,47957,73.4,3,9.1,10.9,3.7
0500000US21047,N,N,N,N,N,N
0500000US21059,46264,73.6,1.8,9.1,10.1,5.5
0500000US21067,172255,65.3,3.3,9.7,16.4,5.3
0500000US21093,48463,67.8,1.7,6,21.4,3.1
0500000US21111,383026,74.3,2.8,8.6,9.6,4.8
0500000US21117,85118,74.9,2.2,9,11.1,2.8
0500000US21145,29009,74.9,3,7.1,11.7,3.4
0500000US21151,46096,67.5,1,9.9,17,4.6
0500000US21185,31272,70.2,7.1,5.4,12.1,5.1
0500000US21227,67945,72.9,1.9,8.5,11.6,5.2
0500000US22005,61110,74.3,3.2,4.5,12.4,5.6
0500000US22015,58100,67.6,3.6,7.2,16.2,5.4
0500000US22017,103570,70.9,3.5,8.4,12.2,5
0500000US22019,89602,74.9,1.8,5.1,11.8,6.4
0500000US22033,216411,67.1,4.4,6,17.6,5
0500000US22045,30933,78.8,2.4,3.3,6.9,8.6
0500000US22051,210417,70.8,4.3,7.8,10.3,6.8
0500000US22055,117852,71.9,4.9,3.8,11.8,7.7
0500000US22057,42844,76.2,2.7,3.7,10.3,7
0500000US22063,63651,69.9,2.5,5,14.7,7.8
0500000US22071,176055,63.8,3.9,12.2,12.8,7.3
0500000US22073,62909,74.8,2.9,6.4,10.3,5.6
0500000US22079,53394,61,3,7.5,22.2,6.3
0500000US22097,29938,75.1,3,3.7,10.9,7.4
0500000US22103,117657,66.8,5.1,6,13.9,8.2
0500000US22105,55594,71.2,2.8,5.8,15.9,4.3
0500000US22109,45432,73.2,1.7,5.2,12.9,7
0500000US23001,54151,70.9,1.7,13.3,10.2,4
0500000US23003,28706,63.5,2.9,12.6,12.8,8.2
0500000US23005,167779,62.6,4.9,15.5,9.9,7.2
0500000US23011,61673,59.3,3.5,14.2,16.7,6.3
0500000US23019,72753,60.5,3.3,17.2,13.5,5.4
0500000US23031,109898,62.8,4.8,11.8,13.3,7.3
0500000US24001,29353,69.1,2,7.9,17.6,3.4
0500000US24003,293446,63.3,3.9,6.6,22,4.3
0500000US24005,418706,64.2,3.1,11.8,16.5,4.4
0500000US24009,48963,61.6,2.9,4.8,26.4,4.3
0500000US24013,88077,64.2,3.8,7.4,19.2,5.4
0500000US24015,51577,69.5,1.9,8.1,16.8,3.7
0500000US24017,80363,54.9,2.4,5.9,33.4,3.4
0500000US24021,134129,65.8,2.7,6.8,19.4,5.3
0500000US24025,131173,62.9,3.9,8.5,19.9,4.8
0500000US24027,171541,60.5,4.3,9.9,20.5,4.8
0500000US24031,572684,57.9,4.3,11.4,20,6.4
0500000US24033,484007,58.7,2.1,9.2,25.2,4.8
0500000US24037,55450,54.1,2.4,6.1,32,5.4
0500000US24043,68544,68.3,2.7,7.1,15.8,6.1
0500000US24045,47866,67,1.2,8.9,18.2,4.8
0500000US24510,286050,61.1,2.5,14.1,18.8,3.6
0500000US25001,105814,62.4,4.9,10.9,11.3,10.4
0500000US25003,62480,57.4,2.2,16.7,14.1,9.6
0500000US25005,284738,72.6,2.5,8.1,12.1,4.8
0500000US25009,411557,69.3,3.8,10.3,10.5,6
0500000US25011,37353,55.9,3,12.2,20.4,8.5
0500000US25013,212587,68.9,2.1,9.2,15.3,4.4
0500000US25015,84123,55.4,2.7,14.2,20.2,7.4
0500000US25017,893298,66.5,2.8,14.2,10.5,6
0500000US25021,379115,64.4,3.6,14.6,11.7,5.6
0500000US25023,267996,67.5,3.6,11,12.4,5.5
0500000US25025,443314,66.9,1.9,17.6,9.7,3.9
0500000US25027,426478,68.4,2.8,10.7,12.7,5.4
0500000US26005,55788,78.3,3.5,7.4,6.6,4.2
0500000US26017,47831,65.7,4.9,11.7,12.5,5.2
0500000US26021,74425,72.1,2.8,9.3,9.6,6.2
0500000US26025,61273,73.4,2,9.8,10.4,4.4
0500000US26037,38700,70.4,1.8,9.8,12.7,5.4
0500000US26045,52991,65.8,1.9,9.8,18.2,4.2
0500000US26049,178222,74.1,2.6,8.9,8.9,5.4
0500000US26055,46888,68.8,5.5,8.4,9.9,7.5
0500000US26065,145718,61.5,2.6,12.7,18.8,4.4
0500000US26073,34287,66.3,3.2,13.6,12,4.9
0500000US26075,67344,69.3,2.3,11.1,10.3,7
0500000US26077,133644,69.5,2.3,11.9,10.8,5.4
0500000US26081,340436,70,3.9,13.8,6.9,5.4
0500000US26087,40962,76.4,2.6,4.9,8.3,7.8
0500000US26091,44541,71.9,2.1,9.3,11.8,5
0500000US26093,99831,73.3,4.5,7.2,9.1,5.8
0500000US26099,438680,76.2,3.7,7.4,9.1,3.6
0500000US26103,30648,65.7,3.4,9.7,14.2,7
0500000US26111,37354,71.9,3.2,9.6,10.4,4.9
0500000US26115,70961,75.6,2.2,9.1,9.5,3.6
0500000US26121,75834,74.4,1.7,10,9.3,4.5
0500000US26125,650047,75.4,4.9,7.7,7.5,4.5
0500000US26139,150729,74.3,3.5,9.7,7.1,5.4
0500000US26145,83369,74.1,3.5,9.2,8.5,4.6
0500000US26147,74476,72.7,3.3,7.3,11.6,5.1
0500000US26155,32230,74.5,2.3,9.1,9.6,4.4
0500000US26159,35631,75.4,3.3,6.9,8,6.3
0500000US26161,190418,62,3.3,13.4,16.7,4.7
0500000US26163,753512,76.1,2.8,8.1,9.3,3.7
0500000US27003,193831,72.7,3.9,7.7,11.7,4
0500000US27013,38815,63.7,2.7,12.8,16.2,4.6
0500000US27019,55185,70.7,4.7,9.2,10.8,4.6
0500000US27037,232186,72.2,2.8,9.8,11.2,4
0500000US27053,707713,71,4,11.2,9.5,4.4
0500000US27109,84199,50.5,3.1,32.2,9.7,4.5
0500000US27123,284189,66.5,2.8,14.1,12.3,4.3
0500000US27131,32173,72,3,10.7,10.2,4.1
0500000US27137,97588,65.5,2.4,14.1,14,4
0500000US27139,80822,70.9,3.9,9,9.6,6.6
0500000US27141,53460,73.3,4.8,7,11.3,3.6
0500000US27145,84434,64.3,3.8,16,10.4,5.5
0500000US27163,142264,67.8,5,9.9,12.7,4.6
0500000US27171,75205,73.2,4.7,7,10.7,4.4
0500000US28033,92042,72.9,1.3,7.1,13,5.6
0500000US28035,32549,64.7,1.6,8.7,17,8
0500000US28047,85825,70,3,5,17,5
0500000US28049,105511,66.5,2.8,8.6,18.4,3.6
0500000US28059,59522,72.9,2.1,3.4,17.1,4.4
0500000US28067,N,N,N,N,N,N
0500000US28075,N,N,N,N,N,N
0500000US28081,38049,73.1,1.6,5.6,11.9,7.7
0500000US28089,55342,59.7,5.7,8.3,20.7,5.5
0500000US28121,76109,63.5,2.4,5,21.8,7.3
0500000US29019,94606,60.6,2.4,9.8,23.2,4.1
0500000US29021,41192,75.9,1.7,9.1,10.4,2.9
0500000US29031,40065,65.4,2.9,11.8,14.8,5
0500000US29037,52825,71,3.9,8.8,9.7,6.6
0500000US29043,40495,71.7,2.2,10.9,9.5,5.7
0500000US29047,128139,71.4,2.4,8.7,12.7,4.8
0500000US29051,38989,58,2.9,9.5,27,2.6
0500000US29071,51465,75.3,2.2,9.6,6.4,6.5
0500000US29077,135829,71.5,2.7,10.8,8.6,6.3
0500000US29095,353167,72.3,2.1,8.8,11.7,5.2
0500000US29097,56103,75.2,3.6,8.1,9,4.2
0500000US29099,114228,76.2,2.8,8.1,8.5,4.3
0500000US29165,54262,72.1,2.7,9.7,9.8,5.6
0500000US29183,209733,75.1,2.9,8.7,9.4,3.9
0500000US29187,27111,66.7,5,4.6,21.4,2.2
0500000US29189,498663,70.6,4.2,12.4,8.2,4.8
0500000US29510,158338,68.1,1.3,16.9,9.6,4.1
0500000US30013,37225,58.4,1.7,13.8,18.1,8
0500000US30029,49555,65.9,7.1,9,10.7,7.3
0500000US30031,65763,63,7.2,8.2,12.7,8.9
0500000US30049,35237,51.1,4.7,10.5,25.8,7.9
0500000US30063,68413,64.6,4.8,9,14.2,7.4
0500000US30111,80537,66.2,5,10.1,12.8,5.8
0500000US31055,296408,71.1,3.7,10.6,10.4,4.2
0500000US31109,175910,63.5,2.7,9.9,17.7,6.2
0500000US31153,94037,70.5,3.2,8.4,14.1,3.7
0500000US32003,1058400,78,3.4,2.7,10.2,5.6
0500000US32031,240788,72.4,2.7,5.6,13.2,6
0500000US33005,39875,61.4,3.4,12,14.1,9.1
0500000US33009,47809,56.3,3.6,19.6,12.7,7.8
0500000US33011,228593,71.5,2.8,10.8,9.4,5.5
0500000US33013,81067,62.5,2.9,12.6,15.5,6.4
0500000US33015,172287,69.6,3.4,9.8,11.4,5.9
0500000US33017,70637,65.4,3.4,11.4,15.3,4.4
0500000US34001,129700,71.5,3,5.5,15.1,4.8
0500000US34003,486527,70.5,6.6,6.9,10.8,5.2
0500000US34005,223123,64.7,4.3,8.6,18.3,4.1
0500000US34007,246447,71.3,3.1,8.9,13,3.7
0500000US34009,42080,60.5,5.4,7.7,21.3,5
0500000US34011,60140,71.5,1,3.7,20.3,3.5
0500000US34013,390081,70.3,3.3,8.6,13.1,4.6
0500000US34015,148667,69.2,3,7.3,17.1,3.4
0500000US34017,369645,77.4,2.6,6,9.2,4.8
0500000US34019,65089,67.6,4.9,7.9,13.5,6.1
0500000US34021,186168,70.1,2.7,9.1,14.8,3.3
0500000US34023,414736,74.1,3.1,5.7,13.1,3.9
0500000US34025,322545,69.6,5.1,6.8,13.1,5.4
0500000US34027,261468,71.1,5.1,6.3,11.9,5.6
0500000US34029,263534,66.9,3.7,7.2,15.6,6.5
0500000US34031,247660,76.7,3.2,4.6,11.1,4.4
0500000US34033,28387,72.9,2.3,7.4,13.8,3.6
0500000US34035,172310,71.5,4.8,6.8,12.7,4.2
0500000US34037,77486,69.6,3.9,7,13.7,5.8
0500000US34039,296235,74.3,3.3,5.9,12.3,4.2
0500000US34041,55795,70.3,2.8,7.4,14.4,5.1
0500000US35001,317984,62.4,3.2,7.8,20.2,6.5
0500000US35005,26559,68.3,2.3,4.4,16.4,8.6
0500000US35013,88235,67.3,2.4,4.9,18,7.5
0500000US35025,28838,76.5,3.5,3,11,5.9
0500000US35031,22473,54.4,1.4,7.1,30.9,6.2
0500000US35035,23231,56.2,2.9,4.9,29,7.1
0500000US35043,62075,66.2,4.6,3.8,18,7.5
0500000US35045,47046,63.2,2.8,6.5,22.4,5.1
0500000US35049,69945,55.2,5.9,7.2,20,11.7
0500000US35061,28914,60.6,3.8,6.5,23.1,5.9
0500000US36001,158461,56,2.5,13.8,23.1,4.5
0500000US36005,599204,68.7,2.1,9.9,13.8,5.5
0500000US36007,87171,58.5,2.4,11.4,23.4,4.3
0500000US36009,34287,59.4,2.7,8.2,23.4,6.3
0500000US36011,34211,62.4,2.6,10.9,18.7,5.4
0500000US36013,57791,61.1,2.4,11.9,16.8,7.8
0500000US36015,37484,61.6,2.8,15.1,14.4,6.2
0500000US36019,34663,59.4,3.2,9.6,24.1,3.7
0500000US36027,143973,61.2,4.3,12,16.9,5.6
0500000US36029,450994,65.9,2.9,11.9,15.2,4.1
0500000US36045,42968,57.5,2.5,8.1,24.7,7.2
0500000US36047,1237382,65.5,3.7,10.1,13.8,6.9
0500000US36051,27734,62.2,2.4,9.1,22.2,4.1
0500000US36053,34514,62.4,3.8,10.7,14.2,8.9
0500000US36055,362210,65.1,2.5,14.7,12.6,5.2
0500000US36059,694792,65.7,5.6,7.6,16.3,4.8
0500000US36061,901880,66.4,4.8,13.2,8.4,7.2
0500000US36063,100521,70.1,2.3,9.2,13.8,4.6
0500000US36065,101457,59.7,2.2,12.6,19.4,6.1
0500000US36067,218130,63.2,2.9,11.6,17,5.2
0500000US36069,55001,64.4,2.9,13.6,12.5,6.5
0500000US36071,180770,62.7,3.7,9.3,19.6,4.6
0500000US36075,54884,68.4,2.1,9,15.6,4.8
0500000US36079,51154,61.7,6.1,10.5,15.2,6.5
0500000US36081,1139938,68.3,3.4,7.6,13.8,6.8
0500000US36083,78874,60.2,2.1,12.5,19.8,5.5
0500000US36085,215330,64.8,1.8,7.3,21.5,4.6
0500000US36087,145105,60.5,5.2,13.4,15.7,5.3
0500000US36089,45917,50.8,2.7,13.1,26.1,7.3
0500000US36091,122767,61.8,3.3,11.3,19,4.6
0500000US36093,74213,65.3,1.5,11.6,17.7,3.9
